strategy,run_id,turns_survived,end_reason,final_church,final_people,final_military,final_treasury,min_church,min_people,min_military,min_treasury,max_church,max_people,max_military,max_treasury,avg_church,avg_people,avg_military,avg_treasury,std_church,std_people,std_military,std_treasury,left_choices,right_choices,risky_card,card_sequence,choice_sequence
openrouter,17,3,Treasury too low,25,85,95,-15,25.0,85.0,95.0,-15.0,25.0,85.0,95.0,-15.0,25.0,85.0,95.0,-15.0,0.0,0.0,0.0,0.0,0,0,,"310,311,312","Right,Right,Right"
openrouter,18,4,Church too high,100,35,50,5,100.0,35.0,50.0,5.0,100.0,35.0,50.0,5.0,100.0,35.0,50.0,5.0,0.0,0.0,0.0,0.0,0,0,,"187,188,53,54","Right,Left,Left,Left"
openrouter,19,4,Treasury too low,20,90,50,-5,20.0,90.0,50.0,-5.0,20.0,90.0,50.0,-5.0,20.0,90.0,50.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"235,236,319,320","Left,Right,Right,Right"
openrouter,20,6,Military too high,40,50,100,45,40.0,50.0,100.0,45.0,40.0,50.0,100.0,45.0,40.0,50.0,100.0,45.0,0.0,0.0,0.0,0.0,0,0,,"379,380,171,172,247,248","Right,Right,Left,Right,Right,Right"
openrouter,21,3,Military too high,60,35,105,10,60.0,35.0,105.0,10.0,60.0,35.0,105.0,10.0,60.0,35.0,105.0,10.0,0.0,0.0,0.0,0.0,0,0,,"301,302,303","Left,Left,Left"
openrouter,22,3,Treasury too low,25,85,80,0,25.0,85.0,80.0,0.0,25.0,85.0,80.0,0.0,25.0,85.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,,"61,62,330","Right,Left,Right"
openrouter,23,6,Military too high,80,50,105,10,80.0,50.0,105.0,10.0,80.0,50.0,105.0,10.0,80.0,50.0,105.0,10.0,0.0,0.0,0.0,0.0,0,0,,"143,144,43,44,395,396","Left,Right,Left,Left,Left,Right"
openrouter,24,4,Church too high,105,0,95,5,105.0,0.0,95.0,5.0,105.0,0.0,95.0,5.0,105.0,0.0,95.0,5.0,0.0,0.0,0.0,0.0,0,0,,"173,174,351,352","Left,Left,Right,Right"
openrouter,25,7,People too high,40,100,50,40,40.0,100.0,50.0,40.0,40.0,100.0,50.0,40.0,40.0,100.0,50.0,40.0,0.0,0.0,0.0,0.0,0,0,,"103,104,163,164,383,384,93","Left,Right,Left,Right,Left,Right,Right"
openrouter,26,2,Military too high,15,40,105,15,15.0,40.0,105.0,15.0,15.0,40.0,105.0,15.0,15.0,40.0,105.0,15.0,0.0,0.0,0.0,0.0,0,0,,"209,210","Right,Right"
openrouter,27,2,People too high,15,105,50,15,15.0,105.0,50.0,15.0,15.0,105.0,50.0,15.0,15.0,105.0,50.0,15.0,0.0,0.0,0.0,0.0,0,0,,"251,252","Right,Right"
openrouter,28,3,Military too high,60,35,100,10,60.0,35.0,100.0,10.0,60.0,35.0,100.0,10.0,60.0,35.0,100.0,10.0,0.0,0.0,0.0,0.0,0,0,,"395,396,326","Right,Left,Left"
openrouter,29,4,People too low,70,0,80,40,70.0,0.0,80.0,40.0,70.0,0.0,80.0,40.0,70.0,0.0,80.0,40.0,0.0,0.0,0.0,0.0,0,0,,"49,50,197,198","Left,Left,Right,Left"
openrouter,30,5,Treasury too low,85,30,80,-5,85.0,30.0,80.0,-5.0,85.0,30.0,80.0,-5.0,85.0,30.0,80.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"319,320,51,52,353","Right,Left,Left,Left,Right"
openrouter,31,3,Military too high,30,10,100,10,30.0,10.0,100.0,10.0,30.0,10.0,100.0,10.0,30.0,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0,0,,"197,198,19","Right,Right,Right"
openrouter,32,2,People too high,15,105,50,15,15.0,105.0,50.0,15.0,15.0,105.0,50.0,15.0,15.0,105.0,50.0,15.0,0.0,0.0,0.0,0.0,0,0,,"251,252","Right,Right"
openrouter,33,6,Military too high,45,90,100,-15,45.0,90.0,100.0,-15.0,45.0,90.0,100.0,-15.0,45.0,90.0,100.0,-15.0,0.0,0.0,0.0,0.0,0,0,,"77,78,219,220,25,26","Right,Right,Right,Left,Right,Right"
openrouter,34,2,People too high,20,115,50,-5,20.0,115.0,50.0,-5.0,20.0,115.0,50.0,-5.0,20.0,115.0,50.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"291,292","Right,Right"
openrouter,35,4,Church too high,100,25,90,5,100.0,25.0,90.0,5.0,100.0,25.0,90.0,5.0,100.0,25.0,90.0,5.0,0.0,0.0,0.0,0.0,0,0,,"253,254,37,38","Left,Left,Right,Left"
openrouter,36,4,Treasury too low,40,80,80,-5,40.0,80.0,80.0,-5.0,40.0,80.0,80.0,-5.0,40.0,80.0,80.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"145,146,273,274","Right,Left,Right,Left"
openrouter,37,3,Church too low,0,110,35,10,0.0,110.0,35.0,10.0,0.0,110.0,35.0,10.0,0.0,110.0,35.0,10.0,0.0,0.0,0.0,0.0,0,0,,"229,230,207","Right,Right,Left"
openrouter,38,6,Treasury too low,50,65,60,0,50.0,65.0,60.0,0.0,50.0,65.0,60.0,0.0,50.0,65.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,,"143,144,105,106,362,363","Left,Left,Right,Left,Right,Right"
openrouter,39,2,Church too high,105,-5,65,25,105.0,-5.0,65.0,25.0,105.0,-5.0,65.0,25.0,105.0,-5.0,65.0,25.0,0.0,0.0,0.0,0.0,0,0,,"295,296","Right,Right"
openrouter,40,3,People too high,30,110,30,40,30.0,110.0,30.0,40.0,30.0,110.0,30.0,40.0,30.0,110.0,30.0,40.0,0.0,0.0,0.0,0.0,0,0,,"195,196,107","Right,Right,Right"
openrouter,41,6,Military too high,45,30,110,15,45.0,30.0,110.0,15.0,45.0,30.0,110.0,15.0,45.0,30.0,110.0,15.0,0.0,0.0,0.0,0.0,0,0,,"131,132,368,369,13,14","Right,Left,Left,Right,Left,Left"
openrouter,42,7,Treasury too low,85,40,95,-10,85.0,40.0,95.0,-10.0,85.0,40.0,95.0,-10.0,85.0,40.0,95.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"215,216,63,64,310,311,312","Right,Left,Left,Left,Left,Left,Right"
openrouter,43,5,Treasury too low,50,70,85,-10,50.0,70.0,85.0,-10.0,50.0,70.0,85.0,-10.0,50.0,70.0,85.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"283,284,362,363,364","Right,Left,Left,Left,Right"
openrouter,44,5,People too high,15,125,40,5,15.0,125.0,40.0,5.0,15.0,125.0,40.0,5.0,15.0,125.0,40.0,5.0,0.0,0.0,0.0,0.0,0,0,,"185,186,223,224,291","Right,Right,Left,Right,Right"
openrouter,45,8,Treasury too low,70,45,65,0,70.0,45.0,65.0,0.0,70.0,45.0,65.0,0.0,70.0,45.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0,,"297,298,141,142,51,52,199,200","Right,Left,Right,Left,Right,Left,Left,Left"
openrouter,46,6,Military too high,60,40,105,30,60.0,40.0,105.0,30.0,60.0,40.0,105.0,30.0,60.0,40.0,105.0,30.0,0.0,0.0,0.0,0.0,0,0,,"255,256,105,106,283,284","Right,Left,Left,Left,Right,Left"
openrouter,47,3,People too high,35,105,40,40,35.0,105.0,40.0,40.0,35.0,105.0,40.0,40.0,35.0,105.0,40.0,40.0,0.0,0.0,0.0,0.0,0,0,,"11,12,313","Left,Right,Right"
openrouter,48,6,Treasury too low,40,80,80,-5,40.0,80.0,80.0,-5.0,40.0,80.0,80.0,-5.0,40.0,80.0,80.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"340,341,342,391,392,362","Right,Left,Left,Left,Right,Right"
openrouter,49,4,Treasury too low,35,80,90,-10,35.0,80.0,90.0,-10.0,35.0,80.0,90.0,-10.0,35.0,80.0,90.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"61,62,171,172","Right,Right,Left,Right"
openrouter,50,4,People too high,35,100,50,25,35.0,100.0,50.0,25.0,35.0,100.0,50.0,25.0,35.0,100.0,50.0,25.0,0.0,0.0,0.0,0.0,0,0,,"171,172,129,130","Right,Right,Left,Right"
openrouter,51,5,Military too high,50,25,110,10,50.0,25.0,110.0,10.0,50.0,25.0,110.0,10.0,50.0,25.0,110.0,10.0,0.0,0.0,0.0,0.0,0,0,,"13,14,89,90,353","Left,Left,Left,Right,Left"
openrouter,52,4,Military too high,40,65,105,-5,40.0,65.0,105.0,-5.0,40.0,65.0,105.0,-5.0,40.0,65.0,105.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"373,374,147,148","Left,Right,Right,Right"
openrouter,53,4,Military too high,70,35,100,10,70.0,35.0,100.0,10.0,70.0,35.0,100.0,10.0,70.0,35.0,100.0,10.0,0.0,0.0,0.0,0.0,0,0,,"353,354,355,257","Right,Left,Left,Left"
openrouter,54,5,Treasury too low,55,60,80,0,55.0,60.0,80.0,0.0,55.0,60.0,80.0,0.0,55.0,60.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,,"47,48,135,136,153","Right,Left,Left,Left,Right"
openrouter,55,4,People too high,30,105,50,20,30.0,105.0,50.0,20.0,30.0,105.0,50.0,20.0,30.0,105.0,50.0,20.0,0.0,0.0,0.0,0.0,0,0,,"285,286,109,110","Left,Right,Right,Right"
openrouter,56,3,People too high,20,125,40,25,20.0,125.0,40.0,25.0,20.0,125.0,40.0,25.0,20.0,125.0,40.0,25.0,0.0,0.0,0.0,0.0,0,0,,"113,114,267","Right,Right,Right"
openrouter,57,6,People too high,40,105,80,0,40.0,105.0,80.0,0.0,40.0,105.0,80.0,0.0,40.0,105.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,,"219,220,3,4,47,48","Right,Left,Left,Right,Right,Right"
openrouter,58,4,People too high,20,110,70,20,20.0,110.0,70.0,20.0,20.0,110.0,70.0,20.0,20.0,110.0,70.0,20.0,0.0,0.0,0.0,0.0,0,0,,"161,162,83,84","Left,Right,Right,Right"
openrouter,59,6,Treasury too low,40,70,75,-15,40.0,70.0,75.0,-15.0,40.0,70.0,75.0,-15.0,40.0,70.0,75.0,-15.0,0.0,0.0,0.0,0.0,0,0,,"135,136,299,300,61,62","Right,Right,Left,Left,Left,Right"
openrouter,60,4,People too high,15,120,50,-10,15.0,120.0,50.0,-10.0,15.0,120.0,50.0,-10.0,15.0,120.0,50.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"267,268,201,202","Right,Left,Right,Right"
openrouter,61,6,Treasury too low,55,60,60,0,55.0,60.0,60.0,0.0,55.0,60.0,60.0,0.0,55.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,,"375,376,95,96,143,144","Right,Left,Left,Left,Right,Right"
openrouter,62,2,People too high,10,100,50,15,10.0,100.0,50.0,15.0,10.0,100.0,50.0,15.0,10.0,100.0,50.0,15.0,0.0,0.0,0.0,0.0,0,0,,"53,54","Right,Right"
openrouter,63,14,People too low,70,-10,100,45,70.0,-10.0,100.0,45.0,70.0,-10.0,100.0,45.0,70.0,-10.0,100.0,45.0,0.0,0.0,0.0,0.0,0,0,,"103,104,385,386,153,154,83,84,247,248,159,160,304,305","Right,Left,Left,Right,Left,Right,Left,Right,Right,Right,Left,Left,Left,Right"
openrouter,64,6,Treasury too low,35,45,75,-10,35.0,45.0,75.0,-10.0,35.0,45.0,75.0,-10.0,35.0,45.0,75.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"119,120,326,327,197,198","Left,Left,Right,Left,Right,Right"
openrouter,65,6,Treasury too low,65,35,85,0,65.0,35.0,85.0,0.0,65.0,35.0,85.0,0.0,65.0,35.0,85.0,0.0,0.0,0.0,0.0,0.0,0,0,,"310,311,312,359,360,361","Left,Right,Left,Left,Left,Right"
openrouter,66,8,Treasury too low,65,60,85,0,65.0,60.0,85.0,0.0,65.0,60.0,85.0,0.0,65.0,60.0,85.0,0.0,0.0,0.0,0.0,0.0,0,0,,"285,286,55,56,328,329,391,392","Left,Right,Left,Left,Left,Right,Right,Right"
openrouter,67,4,Military too high,50,45,115,10,50.0,45.0,115.0,10.0,50.0,45.0,115.0,10.0,50.0,45.0,115.0,10.0,0.0,0.0,0.0,0.0,0,0,,"215,216,59,60","Left,Left,Right,Right"
openrouter,68,5,Treasury too low,55,75,75,-5,55.0,75.0,75.0,-5.0,55.0,75.0,75.0,-5.0,55.0,75.0,75.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"147,148,177,178,69","Right,Left,Left,Left,Right"
openrouter,69,5,Treasury too low,75,70,75,0,75.0,70.0,75.0,0.0,75.0,70.0,75.0,0.0,75.0,70.0,75.0,0.0,0.0,0.0,0.0,0.0,0,0,,"269,270,173,174,229","Left,Right,Left,Left,Right"
openrouter,70,4,People too high,25,105,50,20,25.0,105.0,50.0,20.0,25.0,105.0,50.0,20.0,25.0,105.0,50.0,20.0,0.0,0.0,0.0,0.0,0,0,,"273,274,321,322","Left,Right,Right,Right"
openrouter,71,4,Military too high,50,35,105,5,50.0,35.0,105.0,5.0,50.0,35.0,105.0,5.0,50.0,35.0,105.0,5.0,0.0,0.0,0.0,0.0,0,0,,"193,194,304,305","Right,Left,Left,Right"
openrouter,72,5,Treasury too low,45,65,60,0,45.0,65.0,60.0,0.0,45.0,65.0,60.0,0.0,45.0,65.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,,"177,178,221,222,65","Right,Left,Right,Left,Right"
openrouter,73,4,Military too high,55,40,105,-10,55.0,40.0,105.0,-10.0,55.0,40.0,105.0,-10.0,55.0,40.0,105.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"43,44,253,254","Right,Left,Left,Left"
openrouter,74,10,Church too high,110,10,60,25,110.0,10.0,60.0,25.0,110.0,10.0,60.0,25.0,110.0,10.0,60.0,25.0,0.0,0.0,0.0,0.0,0,0,,"281,282,37,38,348,349,350,277,278,387","Right,Left,Left,Right,Left,Left,Right,Left,Left,Left"
openrouter,75,2,Church too low,-5,90,50,85,-5.0,90.0,50.0,85.0,-5.0,90.0,50.0,85.0,-5.0,90.0,50.0,85.0,0.0,0.0,0.0,0.0,0,0,,"133,134","Right,Right"
openrouter,76,4,Treasury too low,40,85,65,-10,40.0,85.0,65.0,-10.0,40.0,85.0,65.0,-10.0,40.0,85.0,65.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"235,236,356,357","Left,Right,Right,Left"
openrouter,77,3,People too high,15,100,45,35,15.0,100.0,45.0,35.0,15.0,100.0,45.0,35.0,15.0,100.0,45.0,35.0,0.0,0.0,0.0,0.0,0,0,,"129,130,95","Right,Right,Right"
openrouter,78,4,Military too high,65,50,105,10,65.0,50.0,105.0,10.0,65.0,50.0,105.0,10.0,65.0,50.0,105.0,10.0,0.0,0.0,0.0,0.0,0,0,,"117,118,335,336","Left,Left,Left,Right"
openrouter,79,4,Treasury too low,55,15,90,-5,55.0,15.0,90.0,-5.0,55.0,15.0,90.0,-5.0,55.0,15.0,90.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"207,208,370,371","Left,Right,Left,Left"
openrouter,80,2,People too low,75,0,55,55,75.0,0.0,55.0,55.0,75.0,0.0,55.0,55.0,75.0,0.0,55.0,55.0,0.0,0.0,0.0,0.0,0,0,,"323,324","Left,Left"
openrouter,81,6,Treasury too low,35,80,65,0,35.0,80.0,65.0,0.0,35.0,80.0,65.0,0.0,35.0,80.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0,,"221,222,39,40,97,98","Right,Left,Right,Left,Left,Right"
openrouter,82,3,People too high,35,105,45,15,35.0,105.0,45.0,15.0,35.0,105.0,45.0,15.0,35.0,105.0,45.0,15.0,0.0,0.0,0.0,0.0,0,0,,"153,154,389","Right,Left,Right"
openrouter,83,2,Military too high,35,35,105,5,35.0,35.0,105.0,5.0,35.0,35.0,105.0,5.0,35.0,35.0,105.0,5.0,0.0,0.0,0.0,0.0,0,0,,"17,18","Right,Right"
openrouter,84,3,Military too high,45,25,110,15,45.0,25.0,110.0,15.0,45.0,25.0,110.0,15.0,45.0,25.0,110.0,15.0,0.0,0.0,0.0,0.0,0,0,,"23,24,97","Left,Right,Right"
openrouter,85,5,Military too high,35,50,105,10,35.0,50.0,105.0,10.0,35.0,50.0,105.0,10.0,35.0,50.0,105.0,10.0,0.0,0.0,0.0,0.0,0,0,,"219,220,165,166,189","Left,Right,Left,Right,Right"
openrouter,86,4,Church too high,100,5,55,20,100.0,5.0,55.0,20.0,100.0,5.0,55.0,20.0,100.0,5.0,55.0,20.0,0.0,0.0,0.0,0.0,0,0,,"143,144,365,366","Left,Left,Left,Left"
openrouter,87,6,Military too high,20,75,110,10,20.0,75.0,110.0,10.0,20.0,75.0,110.0,10.0,20.0,75.0,110.0,10.0,0.0,0.0,0.0,0.0,0,0,,"79,80,395,396,175,176","Right,Right,Right,Left,Left,Right"
openrouter,88,4,People too high,40,110,45,0,40.0,110.0,45.0,0.0,40.0,110.0,45.0,0.0,40.0,110.0,45.0,0.0,0.0,0.0,0.0,0.0,0,0,,"53,54,163,164","Right,Left,Right,Right"
openrouter,89,3,Military too high,40,70,100,10,40.0,70.0,100.0,10.0,40.0,70.0,100.0,10.0,40.0,70.0,100.0,10.0,0.0,0.0,0.0,0.0,0,0,,"219,220,253","Right,Left,Right"
openrouter,90,10,People too low,65,-5,95,35,65.0,-5.0,95.0,35.0,65.0,-5.0,95.0,35.0,65.0,-5.0,95.0,35.0,0.0,0.0,0.0,0.0,0,0,,"375,376,147,148,181,182,323,324,325,109","Right,Left,Left,Right,Right,Right,Left,Left,Left,Left"
openrouter,91,7,People too high,60,100,65,10,60.0,100.0,65.0,10.0,60.0,100.0,65.0,10.0,60.0,100.0,65.0,10.0,0.0,0.0,0.0,0.0,0,0,,"5,6,87,88,245,246,145","Left,Right,Left,Right,Left,Left,Right"
openrouter,92,4,Military too high,55,60,100,10,55.0,60.0,100.0,10.0,55.0,60.0,100.0,10.0,55.0,60.0,100.0,10.0,0.0,0.0,0.0,0.0,0,0,,"259,260,395,396","Right,Left,Left,Right"
openrouter,93,4,Treasury too low,65,15,80,0,65.0,15.0,80.0,0.0,65.0,15.0,80.0,0.0,65.0,15.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,,"385,386,351,352","Left,Right,Right,Right"
openrouter,94,2,People too high,15,105,50,25,15.0,105.0,50.0,25.0,15.0,105.0,50.0,25.0,15.0,105.0,50.0,25.0,0.0,0.0,0.0,0.0,0,0,,"289,290","Right,Right"
openrouter,95,4,Treasury too low,30,60,85,-20,30.0,60.0,85.0,-20.0,30.0,60.0,85.0,-20.0,30.0,60.0,85.0,-20.0,0.0,0.0,0.0,0.0,0,0,,"107,108,201,202","Left,Left,Right,Right"
openrouter,96,3,People too high,30,100,60,5,30.0,100.0,60.0,5.0,30.0,100.0,60.0,5.0,30.0,100.0,60.0,5.0,0.0,0.0,0.0,0.0,0,0,,"171,172,47","Right,Right,Right"
openrouter,97,12,Treasury too low,95,35,70,0,95.0,35.0,70.0,0.0,95.0,35.0,70.0,0.0,95.0,35.0,70.0,0.0,0.0,0.0,0.0,0.0,0,0,,"201,202,377,378,63,64,295,296,189,190,47,48","Left,Right,Left,Left,Right,Left,Left,Left,Left,Left,Left,Left"
openrouter,98,6,People too low,80,-15,100,5,80.0,-15.0,100.0,5.0,80.0,-15.0,100.0,5.0,80.0,-15.0,100.0,5.0,0.0,0.0,0.0,0.0,0,0,,"391,392,263,264,11,12","Left,Left,Right,Left,Right,Left"
openrouter,99,7,Treasury too low,40,70,55,0,40.0,70.0,55.0,0.0,40.0,70.0,55.0,0.0,40.0,70.0,55.0,0.0,0.0,0.0,0.0,0.0,0,0,,"340,341,342,39,40,277,278","Left,Right,Left,Right,Left,Left,Right"
openrouter,100,11,Treasury too low,55,90,95,0,55.0,90.0,95.0,0.0,55.0,90.0,95.0,0.0,55.0,90.0,95.0,0.0,0.0,0.0,0.0,0.0,0,0,,"356,357,358,247,248,151,152,209,210,308,309","Left,Left,Left,Left,Right,Left,Left,Right,Left,Right,Right"
