strategy,run_id,turns_survived,end_reason,final_church,final_people,final_military,final_treasury,min_church,min_people,min_military,min_treasury,max_church,max_people,max_military,max_treasury,avg_church,avg_people,avg_military,avg_treasury,std_church,std_people,std_military,std_treasury,left_choices,right_choices,risky_card,card_sequence,choice_sequence
openrouter,35,3,Military too high,40,65,100,-5,40.0,65.0,100.0,-5.0,40.0,65.0,100.0,-5.0,40.0,65.0,100.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"61,62,275","Right,Left,Right"
openrouter,36,9,Treasury too low,65,55,55,-5,65.0,55.0,55.0,-5.0,65.0,55.0,55.0,-5.0,65.0,55.0,55.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"293,294,203,204,323,324,325,39,40","Left,Right,Right,Left,Left,Left,Right,Left,Right"
openrouter,37,4,Military too high,35,85,105,-5,35.0,85.0,105.0,-5.0,35.0,85.0,105.0,-5.0,35.0,85.0,105.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"123,124,147,148","Left,Right,Right,Right"
openrouter,38,4,People too high,20,105,35,0,20.0,105.0,35.0,0.0,20.0,105.0,35.0,0.0,20.0,105.0,35.0,0.0,0.0,0.0,0.0,0.0,0,0,,"103,104,229,230","Left,Right,Right,Right"
openrouter,39,4,Treasury too low,70,30,70,-5,70.0,30.0,70.0,-5.0,70.0,30.0,70.0,-5.0,70.0,30.0,70.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"97,98,326,327","Right,Left,Left,Left"
openrouter,40,2,Military too high,35,15,110,-5,35.0,15.0,110.0,-5.0,35.0,15.0,110.0,-5.0,35.0,15.0,110.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"89,90","Right,Right"
openrouter,41,5,Treasury too low,5,85,90,0,5.0,85.0,90.0,0.0,5.0,85.0,90.0,0.0,5.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0,0,,"373,374,167,168,213","Right,Right,Right,Right,Right"
openrouter,42,7,People too low,75,0,65,55,75.0,0.0,65.0,55.0,75.0,0.0,65.0,55.0,75.0,0.0,65.0,55.0,0.0,0.0,0.0,0.0,0,0,,"5,6,277,278,285,286,155","Right,Right,Right,Left,Left,Left,Left"
openrouter,43,2,People too high,35,100,45,15,35.0,100.0,45.0,15.0,35.0,100.0,45.0,15.0,35.0,100.0,45.0,15.0,0.0,0.0,0.0,0.0,0,0,,"399,400","Right,Right"
openrouter,44,4,Church too low,0,80,85,65,0.0,80.0,85.0,65.0,0.0,80.0,85.0,65.0,0.0,80.0,85.0,65.0,0.0,0.0,0.0,0.0,0,0,,"123,124,281,282","Right,Left,Right,Right"
openrouter,45,2,People too high,20,105,50,5,20.0,105.0,50.0,5.0,20.0,105.0,50.0,5.0,20.0,105.0,50.0,5.0,0.0,0.0,0.0,0.0,0,0,,"201,202","Right,Right"
openrouter,46,11,Treasury too low,45,90,75,0,45.0,90.0,75.0,0.0,45.0,90.0,75.0,0.0,45.0,90.0,75.0,0.0,0.0,0.0,0.0,0.0,0,0,,"45,46,181,182,263,264,113,114,129,130,199","Right,Left,Left,Left,Left,Right,Left,Right,Right,Left,Right"
openrouter,47,4,People too low,60,0,120,15,60.0,0.0,120.0,15.0,60.0,0.0,120.0,15.0,60.0,0.0,120.0,15.0,0.0,0.0,0.0,0.0,0,0,,"79,80,17,18","Left,Left,Right,Right"
openrouter,48,4,Church too low,-10,110,65,0,-10.0,110.0,65.0,0.0,-10.0,110.0,65.0,0.0,-10.0,110.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0,,"319,320,121,122","Right,Right,Right,Right"
openrouter,49,3,People too high,20,115,45,0,20.0,115.0,45.0,0.0,20.0,115.0,45.0,0.0,20.0,115.0,45.0,0.0,0.0,0.0,0.0,0.0,0,0,,"215,216,37","Right,Right,Left"
openrouter,50,5,Treasury too low,35,75,80,-20,35.0,75.0,80.0,-20.0,35.0,75.0,80.0,-20.0,35.0,75.0,80.0,-20.0,0.0,0.0,0.0,0.0,0,0,,"47,48,149,150,89","Right,Right,Left,Right,Right"
openrouter,51,6,Military too high,60,15,115,30,60.0,15.0,115.0,30.0,60.0,15.0,115.0,30.0,60.0,15.0,115.0,30.0,0.0,0.0,0.0,0.0,0,0,,"225,226,241,242,161,162","Left,Left,Left,Left,Right,Left"
openrouter,52,4,Treasury too low,75,65,90,-10,75.0,65.0,90.0,-10.0,75.0,65.0,90.0,-10.0,75.0,65.0,90.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"35,36,393,394","Right,Right,Left,Right"
openrouter,53,5,People too high,35,115,55,10,35.0,115.0,55.0,10.0,35.0,115.0,55.0,10.0,35.0,115.0,55.0,10.0,0.0,0.0,0.0,0.0,0,0,,"340,341,342,109,110","Right,Left,Right,Right,Right"
openrouter,54,4,Treasury too low,30,80,50,-5,30.0,80.0,50.0,-5.0,30.0,80.0,50.0,-5.0,30.0,80.0,50.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"135,136,55,56","Right,Right,Right,Left"
openrouter,55,5,Treasury too low,30,65,75,-5,30.0,65.0,75.0,-5.0,30.0,65.0,75.0,-5.0,30.0,65.0,75.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"45,46,391,392,233","Right,Right,Left,Left,Right"
openrouter,56,6,Treasury too low,55,50,55,-5,55.0,50.0,55.0,-5.0,55.0,50.0,55.0,-5.0,55.0,50.0,55.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"157,158,199,200,399,400","Left,Left,Left,Right,Right,Left"
openrouter,57,5,Treasury too low,45,45,85,0,45.0,45.0,85.0,0.0,45.0,45.0,85.0,0.0,45.0,45.0,85.0,0.0,0.0,0.0,0.0,0.0,0,0,,"107,108,313,314,315","Left,Left,Right,Left,Right"
openrouter,58,3,Church too high,120,-5,55,40,120.0,-5.0,55.0,40.0,120.0,-5.0,55.0,40.0,120.0,-5.0,55.0,40.0,0.0,0.0,0.0,0.0,0,0,,"137,138,87","Right,Left,Left"
openrouter,59,3,Military too high,35,45,110,15,35.0,45.0,110.0,15.0,35.0,45.0,110.0,15.0,35.0,45.0,110.0,15.0,0.0,0.0,0.0,0.0,0,0,,"123,124,249","Right,Left,Right"
openrouter,60,3,Military too high,75,20,100,5,75.0,20.0,100.0,5.0,75.0,20.0,100.0,5.0,75.0,20.0,100.0,5.0,0.0,0.0,0.0,0.0,0,0,,"393,394,253","Left,Left,Left"
openrouter,61,4,Treasury too low,10,55,65,0,10.0,55.0,65.0,0.0,10.0,55.0,65.0,0.0,10.0,55.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0,,"65,66,53,54","Right,Left,Right,Right"
openrouter,62,6,Military too high,50,75,105,5,50.0,75.0,105.0,5.0,50.0,75.0,105.0,5.0,50.0,75.0,105.0,5.0,0.0,0.0,0.0,0.0,0,0,,"75,76,123,124,241,242","Right,Left,Right,Right,Left,Left"
openrouter,63,9,Treasury too low,40,80,20,0,40.0,80.0,20.0,0.0,40.0,80.0,20.0,0.0,40.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0,0,,"299,300,137,138,399,400,73,74,233","Left,Left,Left,Left,Left,Right,Left,Right,Right"
openrouter,64,4,Military too high,60,40,105,5,60.0,40.0,105.0,5.0,60.0,40.0,105.0,5.0,60.0,40.0,105.0,5.0,0.0,0.0,0.0,0.0,0,0,,"25,26,351,352","Left,Right,Left,Left"
openrouter,65,5,Treasury too low,45,75,90,-5,45.0,75.0,90.0,-5.0,45.0,75.0,90.0,-5.0,45.0,75.0,90.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"165,166,259,260,373","Right,Left,Right,Left,Right"
openrouter,66,6,Treasury too low,45,80,50,-5,45.0,80.0,50.0,-5.0,45.0,80.0,50.0,-5.0,45.0,80.0,50.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"223,224,137,138,53,54","Right,Left,Left,Left,Left,Right"
openrouter,67,3,Treasury too low,15,80,70,-10,15.0,80.0,70.0,-10.0,15.0,80.0,70.0,-10.0,15.0,80.0,70.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"187,188,101","Right,Right,Left"
openrouter,68,5,Military too high,60,50,105,-5,60.0,50.0,105.0,-5.0,60.0,50.0,105.0,-5.0,60.0,50.0,105.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"395,396,33,34,351","Right,Right,Right,Left,Right"
openrouter,69,8,Treasury too low,60,65,60,0,60.0,65.0,60.0,0.0,60.0,65.0,60.0,0.0,60.0,65.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,,"199,200,191,192,233,234,171,172","Left,Left,Right,Left,Left,Right,Right,Left"
openrouter,70,7,Military too high,70,15,115,5,70.0,15.0,115.0,5.0,70.0,15.0,115.0,5.0,70.0,15.0,115.0,5.0,0.0,0.0,0.0,0.0,0,0,,"263,264,335,336,337,159,160","Left,Right,Left,Left,Left,Left,Left"
openrouter,71,4,People too high,10,105,35,25,10.0,105.0,35.0,25.0,10.0,105.0,35.0,25.0,10.0,105.0,35.0,25.0,0.0,0.0,0.0,0.0,0,0,,"149,150,119,120","Right,Right,Left,Left"
openrouter,72,7,People too high,40,105,40,30,40.0,105.0,40.0,30.0,40.0,105.0,40.0,30.0,40.0,105.0,40.0,30.0,0.0,0.0,0.0,0.0,0,0,,"1,2,233,234,375,376,289","Right,Right,Left,Left,Right,Left,Right"
openrouter,73,4,People too high,30,105,75,-20,30.0,105.0,75.0,-20.0,30.0,105.0,75.0,-20.0,30.0,105.0,75.0,-20.0,0.0,0.0,0.0,0.0,0,0,,"131,132,299,300","Right,Left,Right,Right"
openrouter,74,5,People too high,35,115,30,25,35.0,115.0,30.0,25.0,35.0,115.0,30.0,25.0,35.0,115.0,30.0,25.0,0.0,0.0,0.0,0.0,0,0,,"233,234,13,14,157","Right,Left,Right,Right,Right"
openrouter,75,8,Church too high,100,10,95,30,100.0,10.0,95.0,30.0,100.0,10.0,95.0,30.0,100.0,10.0,95.0,30.0,0.0,0.0,0.0,0.0,0,0,,"59,60,161,162,153,154,340,341","Left,Left,Left,Right,Left,Left,Left,Left"
openrouter,76,4,People too low,70,-10,90,45,70.0,-10.0,90.0,45.0,70.0,-10.0,90.0,45.0,70.0,-10.0,90.0,45.0,0.0,0.0,0.0,0.0,0,0,,"115,116,323,324","Left,Right,Left,Left"
openrouter,77,3,People too low,85,0,70,60,85.0,0.0,70.0,60.0,85.0,0.0,70.0,60.0,85.0,0.0,70.0,60.0,0.0,0.0,0.0,0.0,0,0,,"191,192,328","Left,Left,Left"
openrouter,78,5,People too low,85,-5,65,60,85.0,-5.0,65.0,60.0,85.0,-5.0,65.0,60.0,85.0,-5.0,65.0,60.0,0.0,0.0,0.0,0.0,0,0,,"221,222,241,242,63","Left,Left,Left,Left,Left"
openrouter,79,4,People too high,15,100,75,20,15.0,100.0,75.0,20.0,15.0,100.0,75.0,20.0,15.0,100.0,75.0,20.0,0.0,0.0,0.0,0.0,0,0,,"21,22,185,186","Right,Right,Left,Right"
openrouter,80,4,People too high,40,110,50,-25,40.0,110.0,50.0,-25.0,40.0,110.0,50.0,-25.0,40.0,110.0,50.0,-25.0,0.0,0.0,0.0,0.0,0,0,,"67,68,235,236","Right,Left,Right,Right"
openrouter,81,5,Military too high,65,65,105,5,65.0,65.0,105.0,5.0,65.0,65.0,105.0,5.0,65.0,65.0,105.0,5.0,0.0,0.0,0.0,0.0,0,0,,"151,152,249,250,193","Right,Right,Left,Left,Left"
openrouter,82,8,People too high,20,100,40,10,20.0,100.0,40.0,10.0,20.0,100.0,40.0,10.0,20.0,100.0,40.0,10.0,0.0,0.0,0.0,0.0,0,0,,"287,288,75,76,141,142,221,222","Right,Left,Left,Left,Right,Left,Right,Right"
openrouter,83,5,Treasury too low,25,45,80,0,25.0,45.0,80.0,0.0,25.0,45.0,80.0,0.0,25.0,45.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,,"41,42,231,232,189","Right,Right,Left,Left,Right"
openrouter,84,4,Treasury too low,50,75,95,-5,50.0,75.0,95.0,-5.0,50.0,75.0,95.0,-5.0,50.0,75.0,95.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"61,62,259,260","Left,Right,Right,Left"
openrouter,85,4,Treasury too low,55,75,75,0,55.0,75.0,75.0,0.0,55.0,75.0,75.0,0.0,55.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0,0,,"219,220,155,156","Left,Left,Right,Right"
openrouter,86,4,Military too high,40,50,110,-10,40.0,50.0,110.0,-10.0,40.0,50.0,110.0,-10.0,40.0,50.0,110.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"101,102,316,317","Left,Right,Right,Right"
openrouter,87,3,Military too high,55,35,100,0,55.0,35.0,100.0,0.0,55.0,35.0,100.0,0.0,55.0,35.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,,"351,352,253","Left,Right,Right"
openrouter,88,5,People too high,35,105,40,0,35.0,105.0,40.0,0.0,35.0,105.0,40.0,0.0,35.0,105.0,40.0,0.0,0.0,0.0,0.0,0.0,0,0,,"261,262,71,72,45","Left,Left,Right,Right,Right"
openrouter,89,9,Treasury too low,55,30,85,-15,55.0,30.0,85.0,-15.0,55.0,30.0,85.0,-15.0,55.0,30.0,85.0,-15.0,0.0,0.0,0.0,0.0,0,0,,"199,200,313,314,315,49,50,351,352","Right,Right,Left,Left,Left,Left,Right,Left,Right"
openrouter,90,4,People too high,45,100,70,-15,45.0,100.0,70.0,-15.0,45.0,100.0,70.0,-15.0,45.0,100.0,70.0,-15.0,0.0,0.0,0.0,0.0,0,0,,"25,26,223,224","Left,Left,Right,Right"
openrouter,91,6,Church too high,100,0,85,5,100.0,0.0,85.0,5.0,100.0,0.0,85.0,5.0,100.0,0.0,85.0,5.0,0.0,0.0,0.0,0.0,0,0,,"283,284,93,94,345,346","Left,Right,Left,Right,Right,Right"
openrouter,92,8,Treasury too low,5,80,55,-10,5.0,80.0,55.0,-10.0,5.0,80.0,55.0,-10.0,5.0,80.0,55.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"35,36,313,314,315,53,54,91","Left,Left,Left,Right,Left,Right,Right,Right"
openrouter,93,4,People too high,20,100,50,5,20.0,100.0,50.0,5.0,20.0,100.0,50.0,5.0,20.0,100.0,50.0,5.0,0.0,0.0,0.0,0.0,0,0,,"67,68,217,218","Right,Left,Right,Right"
openrouter,94,6,Treasury too low,35,95,50,-5,35.0,95.0,50.0,-5.0,35.0,95.0,50.0,-5.0,35.0,95.0,50.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"381,382,115,116,285,286","Left,Left,Right,Right,Right,Right"
openrouter,95,7,Treasury too low,35,95,40,-20,35.0,95.0,40.0,-20.0,35.0,95.0,40.0,-20.0,35.0,95.0,40.0,-20.0,0.0,0.0,0.0,0.0,0,0,,"19,20,99,100,362,363,364","Left,Right,Left,Right,Left,Right,Right"
openrouter,96,3,Treasury too low,40,90,95,-15,40.0,90.0,95.0,-15.0,40.0,90.0,95.0,-15.0,40.0,90.0,95.0,-15.0,0.0,0.0,0.0,0.0,0,0,,"301,302,303","Right,Right,Right"
openrouter,97,5,Treasury too low,35,50,95,-10,35.0,50.0,95.0,-10.0,35.0,50.0,95.0,-10.0,35.0,50.0,95.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"340,341,342,125,126","Left,Right,Left,Right,Right"
openrouter,98,8,Treasury too low,45,75,80,-15,45.0,75.0,80.0,-15.0,45.0,75.0,80.0,-15.0,45.0,75.0,80.0,-15.0,0.0,0.0,0.0,0.0,0,0,,"69,70,245,246,381,382,370,371","Right,Left,Left,Right,Left,Right,Right,Left"
openrouter,99,7,Treasury too low,60,70,80,0,60.0,70.0,80.0,0.0,60.0,70.0,80.0,0.0,60.0,70.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,,"7,151,152,383,384,335,336","Right,Left,Left,Right,Left,Right,Right"
openrouter,100,7,People too high,25,105,75,25,25.0,105.0,75.0,25.0,25.0,105.0,75.0,25.0,25.0,105.0,75.0,25.0,0.0,0.0,0.0,0.0,0,0,,"185,186,275,276,139,140,85","Right,Left,Right,Right,Left,Right,Right"
