strategy,run_id,turns_survived,end_reason,final_piety,final_stability,final_power,final_wealth,min_piety,min_stability,min_power,min_wealth,max_piety,max_stability,max_power,max_wealth,avg_piety,avg_stability,avg_power,avg_wealth,std_piety,std_stability,std_power,std_wealth,left_choices,right_choices,risky_card,card_sequence,choice_sequence
openrouter,55,4,Wealth too low,30,90,85,-5,30.0,90.0,85.0,-5.0,30.0,90.0,85.0,-5.0,30.0,90.0,85.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"171,172,127,128","Right,Right,Right,Right"
openrouter,56,11,Stability too high,25,110,55,15,25.0,110.0,55.0,15.0,25.0,110.0,55.0,15.0,25.0,110.0,55.0,15.0,0.0,0.0,0.0,0.0,0,0,,"73,74,221,222,33,34,299,300,241,242,165","Left,Right,Left,Left,Left,Left,Left,Right,Left,Left,Right"
openrouter,57,5,Wealth too low,35,80,75,0,35.0,80.0,75.0,0.0,35.0,80.0,75.0,0.0,35.0,80.0,75.0,0.0,0.0,0.0,0.0,0.0,0,0,,"127,128,227,228,261","Right,Right,Right,Left,Right"
openrouter,58,9,Wealth too low,55,65,65,0,55.0,65.0,65.0,0.0,55.0,65.0,65.0,0.0,55.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0,,"105,106,345,346,347,207,208,117,118","Right,Right,Left,Left,Left,Left,Left,Left,Left"
openrouter,59,7,Stability too high,60,115,50,10,60.0,115.0,50.0,10.0,60.0,115.0,50.0,10.0,60.0,115.0,50.0,10.0,0.0,0.0,0.0,0.0,0,0,,"17,18,308,309,245,246,139","Left,Left,Right,Left,Left,Left,Right"
openrouter,60,12,Piety too low,0,115,70,35,0.0,115.0,70.0,35.0,0.0,115.0,70.0,35.0,0.0,115.0,70.0,35.0,0.0,0.0,0.0,0.0,0,0,,"67,68,133,134,348,349,350,69,70,21,22,105","Left,Left,Right,Right,Left,Left,Right,Left,Left,Right,Right,Right"
openrouter,61,4,Stability too high,50,100,35,30,50.0,100.0,35.0,30.0,50.0,100.0,35.0,30.0,50.0,100.0,35.0,30.0,0.0,0.0,0.0,0.0,0,0,,"263,264,304,305","Left,Left,Right,Left"
openrouter,62,6,Wealth too low,90,60,70,0,90.0,60.0,70.0,0.0,90.0,60.0,70.0,0.0,90.0,60.0,70.0,0.0,0.0,0.0,0.0,0.0,0,0,,"285,286,249,250,53,54","Right,Right,Left,Left,Left,Left"
openrouter,63,3,Piety too low,-15,95,65,10,-15.0,95.0,65.0,10.0,-15.0,95.0,65.0,10.0,-15.0,95.0,65.0,10.0,0.0,0.0,0.0,0.0,0,0,,"91,92,219","Right,Right,Right"
openrouter,64,4,Stability too high,25,105,55,30,25.0,105.0,55.0,30.0,25.0,105.0,55.0,30.0,25.0,105.0,55.0,30.0,0.0,0.0,0.0,0.0,0,0,,"247,248,181,182","Left,Left,Right,Right"
openrouter,65,5,Wealth too low,45,70,85,-5,45.0,70.0,85.0,-5.0,45.0,70.0,85.0,-5.0,45.0,70.0,85.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"39,40,293,294,393","Right,Left,Right,Left,Left"
openrouter,66,7,Stability too high,60,115,85,-5,60.0,115.0,85.0,-5.0,60.0,115.0,85.0,-5.0,60.0,115.0,85.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"23,24,17,18,304,305,306","Right,Left,Left,Left,Right,Left,Left"
openrouter,67,7,Stability too high,65,115,60,10,65.0,115.0,60.0,10.0,65.0,115.0,60.0,10.0,65.0,115.0,60.0,10.0,0.0,0.0,0.0,0.0,0,0,,"15,16,209,210,304,305,306","Right,Right,Left,Left,Left,Left,Left"
openrouter,68,7,Wealth too low,70,55,55,-5,70.0,55.0,55.0,-5.0,70.0,55.0,55.0,-5.0,70.0,55.0,55.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"326,327,328,329,187,188,201","Right,Right,Left,Left,Left,Left,Right"
openrouter,69,12,Power too high,65,70,100,15,65.0,70.0,100.0,15.0,65.0,70.0,100.0,15.0,65.0,70.0,100.0,15.0,0.0,0.0,0.0,0.0,0,0,,"253,254,321,322,348,349,350,247,248,373,374,131","Right,Left,Right,Left,Left,Right,Right,Right,Left,Left,Left,Left"
openrouter,70,4,Stability too high,45,100,25,35,45.0,100.0,25.0,35.0,45.0,100.0,25.0,35.0,45.0,100.0,25.0,35.0,0.0,0.0,0.0,0.0,0,0,,"37,38,97,98","Left,Left,Left,Left"
openrouter,71,3,Piety too low,-15,115,80,20,-15.0,115.0,80.0,20.0,-15.0,115.0,80.0,20.0,-15.0,115.0,80.0,20.0,0.0,0.0,0.0,0.0,0,0,,"219,220,295","Right,Right,Left"
openrouter,72,3,Wealth too low,45,85,50,0,45.0,85.0,50.0,0.0,45.0,85.0,50.0,0.0,45.0,85.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0,,"319,320,235","Right,Left,Right"
openrouter,73,9,Stability too high,35,110,70,5,35.0,110.0,70.0,5.0,35.0,110.0,70.0,5.0,35.0,110.0,70.0,5.0,0.0,0.0,0.0,0.0,0,0,,"1,2,111,112,253,254,387,388,207","Right,Right,Left,Left,Right,Left,Left,Right,Left"
openrouter,74,4,Piety too high,100,-5,80,15,100.0,-5.0,80.0,15.0,100.0,-5.0,80.0,15.0,100.0,-5.0,80.0,15.0,0.0,0.0,0.0,0.0,0,0,,"351,352,137,138","Left,Left,Right,Left"
openrouter,75,8,Wealth too low,65,65,90,0,65.0,65.0,90.0,0.0,65.0,65.0,90.0,0.0,65.0,65.0,90.0,0.0,0.0,0.0,0.0,0.0,0,0,,"338,339,85,86,167,168,351,352","Right,Right,Right,Left,Left,Left,Left,Left"
openrouter,76,9,Stability too high,55,100,45,0,55.0,100.0,45.0,0.0,55.0,100.0,45.0,0.0,55.0,100.0,45.0,0.0,0.0,0.0,0.0,0.0,0,0,,"93,94,49,50,153,154,19,20,321","Right,Left,Right,Right,Left,Left,Left,Left,Right"
openrouter,77,5,Wealth too low,70,80,85,-5,70.0,80.0,85.0,-5.0,70.0,80.0,85.0,-5.0,70.0,80.0,85.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"109,110,253,254,91","Right,Right,Left,Left,Left"
openrouter,78,4,Wealth too low,60,75,60,0,60.0,75.0,60.0,0.0,60.0,75.0,60.0,0.0,60.0,75.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,,"177,178,397,398","Right,Left,Right,Left"
openrouter,79,6,Stability too high,45,115,30,25,45.0,115.0,30.0,25.0,45.0,115.0,30.0,25.0,45.0,115.0,30.0,25.0,0.0,0.0,0.0,0.0,0,0,,"29,30,69,70,101,102","Right,Left,Right,Left,Right,Right"
openrouter,80,4,Stability too high,25,100,70,55,25.0,100.0,70.0,55.0,25.0,100.0,70.0,55.0,25.0,100.0,70.0,55.0,0.0,0.0,0.0,0.0,0,0,,"321,322,275,276","Right,Right,Left,Right"
openrouter,81,4,Stability too high,40,120,35,20,40.0,120.0,35.0,20.0,40.0,120.0,35.0,20.0,40.0,120.0,35.0,20.0,0.0,0.0,0.0,0.0,0,0,,"304,305,306,307","Right,Left,Left,Left"
openrouter,82,5,Wealth too low,55,85,65,-5,55.0,85.0,65.0,-5.0,55.0,85.0,65.0,-5.0,55.0,85.0,65.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"297,298,107,108,277","Right,Left,Right,Left,Right"
openrouter,83,9,Stability too high,60,100,55,5,60.0,100.0,55.0,5.0,60.0,100.0,55.0,5.0,60.0,100.0,55.0,5.0,0.0,0.0,0.0,0.0,0,0,,"17,18,87,88,225,226,362,363,364","Left,Left,Right,Left,Right,Left,Left,Left,Right"
openrouter,84,9,Wealth too low,45,85,70,0,45.0,85.0,70.0,0.0,45.0,85.0,70.0,0.0,45.0,85.0,70.0,0.0,0.0,0.0,0.0,0.0,0,0,,"328,329,179,180,195,196,57,58,370","Right,Right,Left,Left,Right,Right,Left,Right,Left"
openrouter,85,4,Stability too high,25,105,35,15,25.0,105.0,35.0,15.0,25.0,105.0,35.0,15.0,25.0,105.0,35.0,15.0,0.0,0.0,0.0,0.0,0,0,,"261,262,285,286","Right,Left,Right,Right"
openrouter,86,5,Stability too high,35,115,55,10,35.0,115.0,55.0,10.0,35.0,115.0,55.0,10.0,35.0,115.0,55.0,10.0,0.0,0.0,0.0,0.0,0,0,,"153,154,199,200,165","Right,Left,Right,Left,Right"
openrouter,87,4,Stability too high,30,100,60,35,30.0,100.0,60.0,35.0,30.0,100.0,60.0,35.0,30.0,100.0,60.0,35.0,0.0,0.0,0.0,0.0,0,0,,"1,2,316,317","Right,Right,Left,Left"
openrouter,88,4,Stability too high,35,110,65,0,35.0,110.0,65.0,0.0,35.0,110.0,65.0,0.0,35.0,110.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0,,"375,376,269,270","Right,Right,Left,Right"
openrouter,89,9,Stability too high,50,100,60,5,50.0,100.0,60.0,5.0,50.0,100.0,60.0,5.0,50.0,100.0,60.0,5.0,0.0,0.0,0.0,0.0,0,0,,"313,314,315,231,232,209,210,81,82","Right,Left,Right,Left,Right,Left,Left,Left,Right"
openrouter,90,6,Stability too high,40,110,80,50,40.0,110.0,80.0,50.0,40.0,110.0,80.0,50.0,40.0,110.0,80.0,50.0,0.0,0.0,0.0,0.0,0,0,,"379,380,67,68,103,104","Right,Right,Left,Left,Right,Right"
openrouter,91,3,Stability too high,10,115,35,25,10.0,115.0,35.0,25.0,10.0,115.0,35.0,25.0,10.0,115.0,35.0,25.0,0.0,0.0,0.0,0.0,0,0,,"191,192,279","Right,Right,Right"
openrouter,92,4,Stability too high,60,120,40,10,60.0,120.0,40.0,10.0,60.0,120.0,40.0,10.0,60.0,120.0,40.0,10.0,0.0,0.0,0.0,0.0,0,0,,"271,272,389,390","Left,Left,Right,Right"
openrouter,93,5,Stability too high,30,110,60,25,30.0,110.0,60.0,25.0,30.0,110.0,60.0,25.0,30.0,110.0,60.0,25.0,0.0,0.0,0.0,0.0,0,0,,"101,102,249,250,287","Right,Right,Right,Left,Right"
openrouter,94,3,Wealth too low,30,85,75,-5,30.0,85.0,75.0,-5.0,30.0,85.0,75.0,-5.0,30.0,85.0,75.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"31,32,291","Right,Left,Right"
openrouter,95,6,Power too high,65,75,105,-10,65.0,75.0,105.0,-10.0,65.0,75.0,105.0,-10.0,65.0,75.0,105.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"173,174,181,182,253,254","Left,Left,Right,Right,Right,Left"
openrouter,96,4,Power too high,50,55,110,10,50.0,55.0,110.0,10.0,50.0,55.0,110.0,10.0,50.0,55.0,110.0,10.0,0.0,0.0,0.0,0.0,0,0,,"23,24,27,28","Right,Left,Left,Left"
openrouter,97,6,Wealth too low,40,85,90,-5,40.0,85.0,90.0,-5.0,40.0,85.0,90.0,-5.0,40.0,85.0,90.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"159,160,199,200,359,360","Right,Right,Right,Left,Left,Right"
openrouter,98,10,Power too high,55,65,110,-5,55.0,65.0,110.0,-5.0,55.0,65.0,110.0,-5.0,55.0,65.0,110.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"227,228,249,250,163,164,181,182,335,336","Right,Left,Right,Left,Left,Right,Right,Left,Left,Left"
openrouter,99,10,Stability too high,40,105,50,40,40.0,105.0,50.0,40.0,40.0,105.0,50.0,40.0,40.0,105.0,50.0,40.0,0.0,0.0,0.0,0.0,0,0,,"397,398,69,70,79,80,197,198,119,120","Right,Right,Left,Left,Right,Right,Left,Left,Left,Left"
openrouter,100,6,Power too high,45,85,105,-5,45.0,85.0,105.0,-5.0,45.0,85.0,105.0,-5.0,45.0,85.0,105.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"185,186,209,210,117,118","Right,Right,Right,Left,Left,Left"
openrouter,101,5,Stability too high,25,110,55,5,25.0,110.0,55.0,5.0,25.0,110.0,55.0,5.0,25.0,110.0,55.0,5.0,0.0,0.0,0.0,0.0,0,0,,"19,20,165,166,229","Right,Left,Right,Right,Right"
openrouter,102,7,Stability too high,85,105,55,30,85.0,105.0,55.0,30.0,85.0,105.0,55.0,30.0,85.0,105.0,55.0,30.0,0.0,0.0,0.0,0.0,0,0,,"17,18,263,264,61,62,245","Left,Left,Left,Left,Left,Left,Left"
openrouter,103,2,Stability too high,35,100,45,15,35.0,100.0,45.0,15.0,35.0,100.0,45.0,15.0,35.0,100.0,45.0,15.0,0.0,0.0,0.0,0.0,0,0,,"399,400","Right,Right"
openrouter,104,8,Wealth too low,65,60,45,0,65.0,60.0,45.0,0.0,65.0,60.0,45.0,0.0,65.0,60.0,45.0,0.0,0.0,0.0,0.0,0.0,0,0,,"111,112,173,174,326,327,313,314","Right,Right,Left,Left,Right,Right,Left,Left"
openrouter,105,6,Wealth too low,80,70,80,0,80.0,70.0,80.0,0.0,80.0,70.0,80.0,0.0,80.0,70.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,,"253,254,271,272,295,296","Right,Left,Left,Left,Left,Left"
openrouter,106,7,Wealth too low,80,75,65,0,80.0,75.0,65.0,0.0,80.0,75.0,65.0,0.0,80.0,75.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0,,"255,256,340,341,342,41,42","Right,Left,Right,Left,Right,Left,Left"
openrouter,107,3,Wealth too low,50,85,50,0,50.0,85.0,50.0,0.0,50.0,85.0,50.0,0.0,50.0,85.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0,,"385,386,109","Right,Left,Right"
openrouter,108,4,Wealth too low,35,75,80,0,35.0,75.0,80.0,0.0,35.0,75.0,80.0,0.0,35.0,75.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,,"87,88,283,284","Right,Left,Right,Left"
openrouter,109,3,Piety too low,-5,105,90,20,-5.0,105.0,90.0,20.0,-5.0,105.0,90.0,20.0,-5.0,105.0,90.0,20.0,0.0,0.0,0.0,0.0,0,0,,"21,22,219","Right,Right,Right"
openrouter,110,6,Power too high,55,50,110,0,55.0,50.0,110.0,0.0,55.0,50.0,110.0,0.0,55.0,50.0,110.0,0.0,0.0,0.0,0.0,0.0,0,0,,"225,226,393,394,351,352","Right,Left,Left,Right,Left,Left"
openrouter,111,4,Wealth too low,25,90,90,-10,25.0,90.0,90.0,-10.0,25.0,90.0,90.0,-10.0,25.0,90.0,90.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"25,26,340,341","Right,Left,Right,Right"
