strategy,run_id,turns_survived,end_reason,final_piety,final_stability,final_power,final_wealth,min_piety,min_stability,min_power,min_wealth,max_piety,max_stability,max_power,max_wealth,avg_piety,avg_stability,avg_power,avg_wealth,std_piety,std_stability,std_power,std_wealth,left_choices,right_choices,risky_card,card_sequence,choice_sequence
openrouter,12,4,Stability too high,25,120,55,10,25.0,120.0,55.0,10.0,25.0,120.0,55.0,10.0,25.0,120.0,55.0,10.0,0.0,0.0,0.0,0.0,0,0,,"397,398,321,322","Right,Right,Right,Right"
openrouter,13,10,Wealth too low,80,85,90,0,80.0,85.0,90.0,0.0,80.0,85.0,90.0,0.0,80.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0,0,,"11,12,167,168,185,186,25,26,257,258","Left,Right,Left,Left,Right,Left,Left,Left,Right,Left"
openrouter,14,8,Power too high,50,50,100,35,50.0,50.0,100.0,35.0,50.0,50.0,100.0,35.0,50.0,50.0,100.0,35.0,0.0,0.0,0.0,0.0,0,0,,"79,80,335,336,337,379,380,127","Right,Right,Left,Left,Left,Left,Left,Left"
openrouter,15,4,Stability too high,35,100,50,10,35.0,100.0,50.0,10.0,35.0,100.0,50.0,10.0,35.0,100.0,50.0,10.0,0.0,0.0,0.0,0.0,0,0,,"340,341,342,155","Right,Left,Right,Right"
openrouter,16,5,Wealth too low,50,70,95,0,50.0,70.0,95.0,0.0,50.0,70.0,95.0,0.0,50.0,70.0,95.0,0.0,0.0,0.0,0.0,0.0,0,0,,"353,354,355,237,238","Left,Left,Left,Right,Left"
openrouter,17,4,Power too high,30,90,100,15,30.0,90.0,100.0,15.0,30.0,90.0,100.0,15.0,30.0,90.0,100.0,15.0,0.0,0.0,0.0,0.0,0,0,,"125,126,269,270","Left,Left,Right,Right"
openrouter,18,4,Wealth too low,70,90,50,0,70.0,90.0,50.0,0.0,70.0,90.0,50.0,0.0,70.0,90.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0,,"5,6,15,16","Left,Left,Right,Left"
openrouter,19,3,Piety too low,0,110,75,10,0.0,110.0,75.0,10.0,0.0,110.0,75.0,10.0,0.0,110.0,75.0,10.0,0.0,0.0,0.0,0.0,0,0,,"21,22,201","Right,Right,Right"
openrouter,20,6,Stability too high,45,100,50,0,45.0,100.0,50.0,0.0,45.0,100.0,50.0,0.0,45.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0,,"365,366,367,171,172,69","Right,Left,Right,Right,Left,Right"
openrouter,21,4,Wealth too low,60,65,70,0,60.0,65.0,70.0,0.0,60.0,65.0,70.0,0.0,60.0,65.0,70.0,0.0,0.0,0.0,0.0,0.0,0,0,,"155,156,159,160","Right,Left,Left,Right"
openrouter,22,5,Wealth too low,30,95,75,-5,30.0,95.0,75.0,-5.0,30.0,95.0,75.0,-5.0,30.0,95.0,75.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"159,160,323,324,325","Right,Right,Left,Right,Right"
openrouter,23,5,Stability too high,55,110,55,5,55.0,110.0,55.0,5.0,55.0,110.0,55.0,5.0,55.0,110.0,55.0,5.0,0.0,0.0,0.0,0.0,0,0,,"3,4,39,40,163","Right,Right,Left,Left,Right"
openrouter,24,6,Power too high,55,60,105,5,55.0,60.0,105.0,5.0,55.0,60.0,105.0,5.0,55.0,60.0,105.0,5.0,0.0,0.0,0.0,0.0,0,0,,"227,228,283,284,145,146","Right,Left,Left,Left,Right,Left"
openrouter,25,4,Wealth too low,50,70,75,-10,50.0,70.0,75.0,-10.0,50.0,70.0,75.0,-10.0,50.0,70.0,75.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"121,122,299,300","Right,Left,Right,Left"
openrouter,26,7,Wealth too low,70,75,80,-5,70.0,75.0,80.0,-5.0,70.0,75.0,80.0,-5.0,70.0,75.0,80.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"385,386,11,12,393,394,49","Left,Left,Left,Right,Left,Right,Right"
openrouter,27,8,Wealth too low,80,55,65,0,80.0,55.0,65.0,0.0,80.0,55.0,65.0,0.0,80.0,55.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0,,"153,154,295,296,385,386,159,160","Right,Left,Left,Left,Left,Left,Left,Right"
openrouter,28,3,Wealth too low,50,90,55,0,50.0,90.0,55.0,0.0,50.0,90.0,55.0,0.0,50.0,90.0,55.0,0.0,0.0,0.0,0.0,0.0,0,0,,"57,58,379","Right,Right,Left"
openrouter,29,2,Stability too high,35,100,50,25,35.0,100.0,50.0,25.0,35.0,100.0,50.0,25.0,35.0,100.0,50.0,25.0,0.0,0.0,0.0,0.0,0,0,,"387,388","Right,Right"
openrouter,30,8,Wealth too low,60,75,65,-5,60.0,75.0,65.0,-5.0,60.0,75.0,65.0,-5.0,60.0,75.0,65.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"375,376,340,341,342,39,40,351","Right,Right,Left,Right,Left,Left,Left,Left"
openrouter,31,7,Stability too high,60,100,40,10,60.0,100.0,40.0,10.0,60.0,100.0,40.0,10.0,60.0,100.0,40.0,10.0,0.0,0.0,0.0,0.0,0,0,,"13,14,55,56,45,46,169","Right,Right,Right,Left,Left,Left,Right"
openrouter,32,2,Stability too high,35,100,50,25,35.0,100.0,50.0,25.0,35.0,100.0,50.0,25.0,35.0,100.0,50.0,25.0,0.0,0.0,0.0,0.0,0,0,,"387,388","Right,Right"
openrouter,33,7,Wealth too low,60,95,80,-10,60.0,95.0,80.0,-10.0,60.0,95.0,80.0,-10.0,60.0,95.0,80.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"167,168,293,294,209,210,83","Right,Left,Right,Left,Left,Left,Right"
openrouter,34,4,Wealth too low,55,60,85,0,55.0,60.0,85.0,0.0,55.0,60.0,85.0,0.0,55.0,60.0,85.0,0.0,0.0,0.0,0.0,0.0,0,0,,"27,28,323,324","Left,Right,Right,Left"
openrouter,35,9,Stability too high,40,110,60,10,40.0,110.0,60.0,10.0,40.0,110.0,60.0,10.0,40.0,110.0,60.0,10.0,0.0,0.0,0.0,0.0,0,0,,"131,132,185,186,57,58,304,305,306","Right,Left,Right,Right,Left,Right,Left,Left,Left"
openrouter,36,13,Stability too high,40,100,65,30,40.0,100.0,65.0,30.0,40.0,100.0,65.0,30.0,40.0,100.0,65.0,30.0,0.0,0.0,0.0,0.0,0,0,,"41,42,377,378,275,276,43,44,343,344,63,64,359","Right,Left,Right,Left,Left,Right,Left,Right,Left,Left,Left,Right,Right"
openrouter,37,6,Power too high,65,65,100,0,65.0,65.0,100.0,0.0,65.0,65.0,100.0,0.0,65.0,65.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,,"253,254,397,398,265,266","Right,Left,Left,Right,Left,Left"
openrouter,38,8,Piety too high,110,60,20,35,110.0,60.0,20.0,35.0,110.0,60.0,20.0,35.0,110.0,60.0,20.0,35.0,0.0,0.0,0.0,0.0,0,0,,"383,384,167,168,89,90,385,386","Right,Left,Right,Left,Left,Left,Left,Left"
openrouter,39,4,Stability too high,40,100,50,-5,40.0,100.0,50.0,-5.0,40.0,100.0,50.0,-5.0,40.0,100.0,50.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"1,2,399,400","Right,Left,Right,Right"
openrouter,40,5,Wealth too low,65,45,50,-5,65.0,45.0,50.0,-5.0,65.0,45.0,50.0,-5.0,65.0,45.0,50.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"235,236,345,346,347","Right,Left,Left,Left,Left"
openrouter,41,5,Wealth too low,80,45,75,0,80.0,45.0,75.0,0.0,80.0,45.0,75.0,0.0,80.0,45.0,75.0,0.0,0.0,0.0,0.0,0.0,0,0,,"201,202,265,266,25","Right,Left,Left,Left,Left"
openrouter,42,3,Wealth too low,45,85,60,0,45.0,85.0,60.0,0.0,45.0,85.0,60.0,0.0,45.0,85.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,,"356,357,358","Right,Left,Left"
openrouter,43,4,Wealth too low,60,75,50,0,60.0,75.0,50.0,0.0,60.0,75.0,50.0,0.0,60.0,75.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0,,"399,400,205,206","Right,Left,Right,Left"
openrouter,44,7,Power too high,45,65,105,45,45.0,65.0,105.0,45.0,45.0,65.0,105.0,45.0,45.0,65.0,105.0,45.0,0.0,0.0,0.0,0.0,0,0,,"93,94,373,374,25,26,316","Right,Right,Left,Right,Left,Left,Left"
openrouter,45,4,Wealth too low,55,75,90,0,55.0,75.0,90.0,0.0,55.0,75.0,90.0,0.0,55.0,75.0,90.0,0.0,0.0,0.0,0.0,0.0,0,0,,"301,302,303,157","Left,Right,Left,Right"
openrouter,46,8,Wealth too low,55,80,85,0,55.0,80.0,85.0,0.0,55.0,80.0,85.0,0.0,55.0,80.0,85.0,0.0,0.0,0.0,0.0,0.0,0,0,,"125,126,39,40,19,20,365,366","Left,Left,Right,Left,Left,Left,Left,Right"
openrouter,47,6,Wealth too low,40,70,85,-5,40.0,70.0,85.0,-5.0,40.0,70.0,85.0,-5.0,40.0,70.0,85.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"127,128,49,50,229,230","Right,Right,Left,Right,Left,Right"
openrouter,48,2,Stability too high,30,105,35,40,30.0,105.0,35.0,40.0,30.0,105.0,35.0,40.0,30.0,105.0,35.0,40.0,0.0,0.0,0.0,0.0,0,0,,"107,108","Right,Right"
openrouter,49,4,Wealth too low,50,55,55,0,50.0,55.0,55.0,0.0,50.0,55.0,55.0,0.0,50.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0,0,,"141,142,323,324","Right,Left,Right,Left"
openrouter,50,7,Piety too high,100,45,70,0,100.0,45.0,70.0,0.0,100.0,45.0,70.0,0.0,100.0,45.0,70.0,0.0,0.0,0.0,0.0,0.0,0,0,,"383,384,81,82,167,168,253","Right,Left,Right,Left,Left,Left,Left"
openrouter,51,7,Wealth too low,55,85,50,0,55.0,85.0,50.0,0.0,55.0,85.0,50.0,0.0,55.0,85.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0,,"169,170,293,294,87,88,205","Right,Left,Left,Left,Left,Right,Right"
openrouter,52,2,Stability too high,35,100,50,25,35.0,100.0,50.0,25.0,35.0,100.0,50.0,25.0,35.0,100.0,50.0,25.0,0.0,0.0,0.0,0.0,0,0,,"387,388","Right,Right"
openrouter,53,10,Stability too high,65,105,60,15,65.0,105.0,60.0,15.0,65.0,105.0,60.0,15.0,65.0,105.0,60.0,15.0,0.0,0.0,0.0,0.0,0,0,,"283,284,241,242,77,78,375,376,129,130","Left,Left,Left,Left,Right,Right,Right,Right,Left,Right"
openrouter,54,8,Wealth too low,80,60,85,0,80.0,60.0,85.0,0.0,80.0,60.0,85.0,0.0,80.0,60.0,85.0,0.0,0.0,0.0,0.0,0.0,0,0,,"167,168,338,339,253,254,41,42","Right,Left,Right,Right,Left,Left,Left,Left"
openrouter,55,3,Power too high,45,65,100,30,45.0,65.0,100.0,30.0,45.0,65.0,100.0,30.0,45.0,65.0,100.0,30.0,0.0,0.0,0.0,0.0,0,0,,"395,396,243","Right,Right,Left"
openrouter,56,3,Wealth too low,55,60,65,0,55.0,60.0,65.0,0.0,55.0,60.0,65.0,0.0,55.0,60.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0,,"235,236,353","Right,Left,Left"
openrouter,57,3,Wealth too low,50,80,55,-10,50.0,80.0,55.0,-10.0,50.0,80.0,55.0,-10.0,50.0,80.0,55.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"323,324,325","Right,Left,Right"
openrouter,58,5,Wealth too low,55,75,95,0,55.0,75.0,95.0,0.0,55.0,75.0,95.0,0.0,55.0,75.0,95.0,0.0,0.0,0.0,0.0,0.0,0,0,,"145,146,251,252,395","Right,Left,Left,Right,Left"
openrouter,59,9,Stability too high,25,110,55,20,25.0,110.0,55.0,20.0,25.0,110.0,55.0,20.0,25.0,110.0,55.0,20.0,0.0,0.0,0.0,0.0,0,0,,"345,346,347,343,344,161,162,11,12","Left,Left,Left,Right,Right,Left,Right,Left,Right"
openrouter,60,6,Stability too high,55,110,85,-5,55.0,110.0,85.0,-5.0,55.0,110.0,85.0,-5.0,55.0,110.0,85.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"83,84,383,384,123,124","Right,Left,Left,Right,Left,Right"
openrouter,61,9,Stability too high,35,115,50,-15,35.0,115.0,50.0,-15.0,35.0,115.0,50.0,-15.0,35.0,115.0,50.0,-15.0,0.0,0.0,0.0,0.0,0,0,,"49,50,133,134,183,184,323,324,325","Right,Left,Right,Left,Right,Left,Left,Right,Right"
openrouter,62,7,Wealth too low,60,70,95,0,60.0,70.0,95.0,0.0,60.0,70.0,95.0,0.0,60.0,70.0,95.0,0.0,0.0,0.0,0.0,0.0,0,0,,"249,250,223,224,121,122,308","Right,Left,Left,Right,Left,Right,Left"
openrouter,63,6,Wealth too low,70,50,80,0,70.0,50.0,80.0,0.0,70.0,50.0,80.0,0.0,70.0,50.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,,"21,22,151,152,133,134","Right,Right,Left,Left,Left,Left"
openrouter,64,6,Wealth too low,50,70,60,0,50.0,70.0,60.0,0.0,50.0,70.0,60.0,0.0,50.0,70.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,,"139,140,328,329,41,42","Right,Left,Left,Right,Right,Left"
openrouter,65,8,Stability too high,30,100,70,20,30.0,100.0,70.0,20.0,30.0,100.0,70.0,20.0,30.0,100.0,70.0,20.0,0.0,0.0,0.0,0.0,0,0,,"79,80,67,68,231,232,269,270","Right,Right,Left,Left,Left,Left,Right,Right"
openrouter,66,4,Stability too high,40,100,40,30,40.0,100.0,40.0,30.0,40.0,100.0,40.0,30.0,40.0,100.0,40.0,30.0,0.0,0.0,0.0,0.0,0,0,,"279,280,51,52","Right,Left,Left,Right"
openrouter,67,12,Power too high,75,80,100,10,75.0,80.0,100.0,10.0,75.0,80.0,100.0,10.0,75.0,80.0,100.0,10.0,0.0,0.0,0.0,0.0,0,0,,"343,344,151,152,63,64,185,186,127,128,147,148","Right,Left,Right,Left,Left,Left,Right,Right,Left,Right,Left,Left"
openrouter,68,8,Stability too high,35,110,65,-10,35.0,110.0,65.0,-10.0,35.0,110.0,65.0,-10.0,35.0,110.0,65.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"41,42,51,52,145,146,375,376","Right,Left,Left,Right,Left,Left,Right,Right"
openrouter,69,8,Wealth too low,55,55,90,0,55.0,55.0,90.0,0.0,55.0,55.0,90.0,0.0,55.0,55.0,90.0,0.0,0.0,0.0,0.0,0.0,0,0,,"31,32,23,24,261,262,359,360","Right,Left,Left,Left,Left,Left,Right,Left"
openrouter,70,7,Wealth too low,50,70,90,0,50.0,70.0,90.0,0.0,50.0,70.0,90.0,0.0,50.0,70.0,90.0,0.0,0.0,0.0,0.0,0.0,0,0,,"370,371,372,141,142,362,363","Right,Right,Right,Right,Left,Left,Left"
openrouter,71,5,Wealth too low,55,50,90,0,55.0,50.0,90.0,0.0,55.0,50.0,90.0,0.0,55.0,50.0,90.0,0.0,0.0,0.0,0.0,0.0,0,0,,"351,352,265,266,308","Left,Left,Left,Left,Right"
openrouter,72,7,Power too high,65,70,100,20,65.0,70.0,100.0,20.0,65.0,70.0,100.0,20.0,65.0,70.0,100.0,20.0,0.0,0.0,0.0,0.0,0,0,,"161,162,227,228,27,28,255","Left,Right,Left,Left,Left,Left,Right"
openrouter,73,9,Stability too high,45,105,65,0,45.0,105.0,65.0,0.0,45.0,105.0,65.0,0.0,45.0,105.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0,,"383,384,313,314,315,373,374,297,298","Right,Left,Right,Left,Right,Left,Right,Left,Right"
openrouter,74,9,Stability too high,55,100,65,-10,55.0,100.0,65.0,-10.0,55.0,100.0,65.0,-10.0,55.0,100.0,65.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"381,382,237,238,159,160,261,262,399","Right,Left,Left,Left,Left,Right,Right,Left,Right"
openrouter,75,8,Stability too high,65,100,30,15,65.0,100.0,30.0,15.0,65.0,100.0,30.0,15.0,65.0,100.0,30.0,15.0,0.0,0.0,0.0,0.0,0,0,,"151,152,89,90,169,170,291,292","Right,Left,Left,Left,Left,Right,Left,Right"
openrouter,76,5,Stability too high,35,105,45,15,35.0,105.0,45.0,15.0,35.0,105.0,45.0,15.0,35.0,105.0,45.0,15.0,0.0,0.0,0.0,0.0,0,0,,"15,16,377,378,267","Right,Left,Left,Right,Right"
openrouter,77,7,Piety too high,100,25,90,25,100.0,25.0,90.0,25.0,100.0,25.0,90.0,25.0,100.0,25.0,90.0,25.0,0.0,0.0,0.0,0.0,0,0,,"129,130,393,394,141,142,187","Left,Right,Left,Right,Left,Left,Left"
openrouter,78,5,Wealth too low,65,70,90,0,65.0,70.0,90.0,0.0,65.0,70.0,90.0,0.0,65.0,70.0,90.0,0.0,0.0,0.0,0.0,0.0,0,0,,"301,302,303,63,64","Left,Right,Left,Right,Left"
openrouter,79,4,Stability too high,15,105,75,5,15.0,105.0,75.0,5.0,15.0,105.0,75.0,5.0,15.0,105.0,75.0,5.0,0.0,0.0,0.0,0.0,0,0,,"135,136,269,270","Left,Right,Right,Right"
openrouter,80,4,Wealth too low,60,70,50,-10,60.0,70.0,50.0,-10.0,60.0,70.0,50.0,-10.0,60.0,70.0,50.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"1,2,385,386","Right,Left,Right,Left"
openrouter,81,7,Wealth too low,45,65,50,-5,45.0,65.0,50.0,-5.0,45.0,65.0,50.0,-5.0,45.0,65.0,50.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"169,170,91,92,313,314,315","Right,Left,Left,Right,Left,Left,Right"
openrouter,82,8,Wealth too low,40,65,50,0,40.0,65.0,50.0,0.0,40.0,65.0,50.0,0.0,40.0,65.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0,,"141,142,295,296,267,268,326,327","Right,Left,Left,Left,Right,Left,Left,Right"
openrouter,83,9,Stability too high,55,125,70,-10,55.0,125.0,70.0,-10.0,55.0,125.0,70.0,-10.0,55.0,125.0,70.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"269,270,39,40,261,262,119,120,71","Right,Right,Left,Left,Left,Left,Left,Left,Right"
openrouter,84,5,Stability too high,25,105,45,40,25.0,105.0,45.0,40.0,25.0,105.0,45.0,40.0,25.0,105.0,45.0,40.0,0.0,0.0,0.0,0.0,0,0,,"37,38,348,349,350","Left,Left,Left,Right,Right"
openrouter,85,6,Wealth too low,75,60,75,0,75.0,60.0,75.0,0.0,75.0,60.0,75.0,0.0,75.0,60.0,75.0,0.0,0.0,0.0,0.0,0.0,0,0,,"289,290,31,32,153,154","Right,Left,Right,Left,Left,Left"
openrouter,86,4,Wealth too low,60,60,80,0,60.0,60.0,80.0,0.0,60.0,60.0,80.0,0.0,60.0,60.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,,"285,286,316,317","Right,Left,Left,Left"
openrouter,87,9,Wealth too low,75,85,75,-5,75.0,85.0,75.0,-5.0,75.0,85.0,75.0,-5.0,75.0,85.0,75.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"53,54,77,78,45,46,87,88,321","Right,Left,Left,Left,Left,Left,Left,Right,Right"
openrouter,88,4,Wealth too low,80,70,55,-5,80.0,70.0,55.0,-5.0,80.0,70.0,55.0,-5.0,80.0,70.0,55.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"285,286,35,36","Right,Left,Right,Right"
openrouter,89,8,Stability too high,70,105,20,15,70.0,105.0,20.0,15.0,70.0,105.0,20.0,15.0,70.0,105.0,20.0,15.0,0.0,0.0,0.0,0.0,0,0,,"135,136,89,90,365,366,367,177","Left,Right,Left,Left,Left,Left,Right,Right"
openrouter,90,4,Power too high,90,40,100,20,90.0,40.0,100.0,20.0,90.0,40.0,100.0,20.0,90.0,40.0,100.0,20.0,0.0,0.0,0.0,0.0,0,0,,"209,210,193,194","Left,Left,Left,Left"
openrouter,91,9,Stability too high,25,100,85,10,25.0,100.0,85.0,10.0,25.0,100.0,85.0,10.0,25.0,100.0,85.0,10.0,0.0,0.0,0.0,0.0,0,0,,"1,2,185,186,173,174,33,34,19","Right,Left,Right,Left,Left,Right,Left,Left,Left"
openrouter,92,6,Wealth too low,75,60,75,-10,75.0,60.0,75.0,-10.0,75.0,60.0,75.0,-10.0,75.0,60.0,75.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"59,60,330,331,332,297","Left,Left,Right,Left,Left,Right"
openrouter,93,5,Stability too high,25,105,15,65,25.0,105.0,15.0,65.0,25.0,105.0,15.0,65.0,25.0,105.0,15.0,65.0,0.0,0.0,0.0,0.0,0,0,,"133,134,89,90,207","Right,Left,Left,Left,Left"
openrouter,94,11,Power too high,90,75,110,-15,90.0,75.0,110.0,-15.0,90.0,75.0,110.0,-15.0,90.0,75.0,110.0,-15.0,0.0,0.0,0.0,0.0,0,0,,"283,284,199,200,87,88,35,36,310,311,312","Left,Left,Right,Right,Left,Left,Left,Right,Left,Left,Right"
openrouter,95,5,Wealth too low,50,85,50,-15,50.0,85.0,50.0,-15.0,50.0,85.0,50.0,-15.0,50.0,85.0,50.0,-15.0,0.0,0.0,0.0,0.0,0,0,,"57,58,3,4,348","Right,Right,Left,Left,Right"
openrouter,96,10,Stability too high,30,120,70,20,30.0,120.0,70.0,20.0,30.0,120.0,70.0,20.0,30.0,120.0,70.0,20.0,0.0,0.0,0.0,0.0,0,0,,"333,334,43,44,370,371,372,348,349,350","Left,Left,Left,Right,Right,Right,Right,Left,Right,Right"
openrouter,97,4,Stability too high,50,100,45,10,50.0,100.0,45.0,10.0,50.0,100.0,45.0,10.0,50.0,100.0,45.0,10.0,0.0,0.0,0.0,0.0,0,0,,"53,54,279,280","Right,Left,Right,Left"
openrouter,98,6,Power too high,50,35,105,30,50.0,35.0,105.0,30.0,50.0,35.0,105.0,30.0,50.0,35.0,105.0,30.0,0.0,0.0,0.0,0.0,0,0,,"293,294,335,336,337,23","Right,Left,Left,Left,Left,Left"
openrouter,99,3,Wealth too low,50,90,45,-5,50.0,90.0,45.0,-5.0,50.0,90.0,45.0,-5.0,50.0,90.0,45.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"348,349,350","Right,Left,Right"
openrouter,100,6,Stability too high,55,105,50,-10,55.0,105.0,50.0,-10.0,55.0,105.0,50.0,-10.0,55.0,105.0,50.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"383,384,139,140,157,158","Right,Left,Right,Left,Right,Right"
openrouter,101,6,Wealth too low,35,80,45,-5,35.0,80.0,45.0,-5.0,35.0,80.0,45.0,-5.0,35.0,80.0,45.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"41,42,247,248,338,339","Right,Left,Left,Left,Left,Right"
openrouter,102,7,Wealth too low,65,90,80,-10,65.0,90.0,80.0,-10.0,65.0,90.0,80.0,-10.0,65.0,90.0,80.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"171,172,379,380,31,32,223","Right,Left,Left,Right,Left,Left,Right"
openrouter,103,8,Wealth too low,60,75,75,-5,60.0,75.0,75.0,-5.0,60.0,75.0,75.0,-5.0,60.0,75.0,75.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"187,188,139,140,81,82,117,118","Left,Right,Right,Left,Left,Right,Left,Left"
openrouter,104,3,Wealth too low,40,90,70,0,40.0,90.0,70.0,0.0,40.0,90.0,70.0,0.0,40.0,90.0,70.0,0.0,0.0,0.0,0.0,0.0,0,0,,"47,48,275","Right,Right,Right"
openrouter,105,7,Wealth too low,55,85,75,-10,55.0,85.0,75.0,-10.0,55.0,85.0,75.0,-10.0,55.0,85.0,75.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"359,360,361,356,357,358,269","Right,Left,Left,Left,Left,Left,Right"
openrouter,106,9,Stability too high,65,100,75,5,65.0,100.0,75.0,5.0,65.0,100.0,75.0,5.0,65.0,100.0,75.0,5.0,0.0,0.0,0.0,0.0,0,0,,"199,200,117,118,181,182,119,120,179","Right,Left,Left,Left,Left,Left,Left,Left,Right"
openrouter,107,8,Stability too high,70,105,60,15,70.0,105.0,60.0,15.0,70.0,105.0,60.0,15.0,70.0,105.0,60.0,15.0,0.0,0.0,0.0,0.0,0,0,,"197,198,31,32,245,246,277,278","Left,Left,Left,Left,Left,Left,Right,Right"
openrouter,108,6,Wealth too low,75,70,55,0,75.0,70.0,55.0,0.0,75.0,70.0,55.0,0.0,75.0,70.0,55.0,0.0,0.0,0.0,0.0,0.0,0,0,,"177,178,261,262,239,240","Right,Left,Left,Left,Right,Left"
openrouter,109,6,Wealth too low,50,95,85,-15,50.0,95.0,85.0,-15.0,50.0,95.0,85.0,-15.0,50.0,95.0,85.0,-15.0,0.0,0.0,0.0,0.0,0,0,,"316,317,318,323,324,325","Left,Left,Left,Left,Right,Right"
