strategy,run_id,turns_survived,end_reason,final_piety,final_stability,final_power,final_wealth,min_piety,min_stability,min_power,min_wealth,max_piety,max_stability,max_power,max_wealth,avg_piety,avg_stability,avg_power,avg_wealth,std_piety,std_stability,std_power,std_wealth,left_choices,right_choices,risky_card,card_sequence,choice_sequence
openrouter,15,4,Power too high,50,55,100,15,50.0,55.0,100.0,15.0,50.0,55.0,100.0,15.0,50.0,55.0,100.0,15.0,0.0,0.0,0.0,0.0,0,0,,"255,256,161,162","Right,Left,Left,Left"
openrouter,16,4,Piety too high,100,10,65,20,100.0,10.0,65.0,20.0,100.0,10.0,65.0,20.0,100.0,10.0,65.0,20.0,0.0,0.0,0.0,0.0,0,0,,"109,110,137,138","Right,Left,Right,Left"
openrouter,17,4,Wealth too low,60,65,90,-5,60.0,65.0,90.0,-5.0,60.0,65.0,90.0,-5.0,60.0,65.0,90.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"25,26,215,216","Left,Left,Right,Left"
openrouter,18,7,Piety too high,100,55,65,15,100.0,55.0,65.0,15.0,100.0,55.0,65.0,15.0,100.0,55.0,65.0,15.0,0.0,0.0,0.0,0.0,0,0,,"340,341,342,209,210,135,136","Right,Left,Right,Left,Left,Left,Left"
openrouter,19,9,Power too high,85,5,100,15,85.0,5.0,100.0,15.0,85.0,5.0,100.0,15.0,85.0,5.0,100.0,15.0,0.0,0.0,0.0,0.0,0,0,,"153,154,273,274,125,126,75,76,107","Right,Left,Left,Left,Left,Right,Left,Left,Left"
openrouter,20,3,Stability too high,35,110,35,10,35.0,110.0,35.0,10.0,35.0,110.0,35.0,10.0,35.0,110.0,35.0,10.0,0.0,0.0,0.0,0.0,0,0,,"215,216,383","Right,Right,Right"
openrouter,21,11,Stability too high,30,110,40,20,30.0,110.0,40.0,20.0,30.0,110.0,40.0,20.0,30.0,110.0,40.0,20.0,0.0,0.0,0.0,0.0,0,0,,"375,376,343,344,333,334,57,58,383,384,203","Right,Left,Right,Left,Left,Left,Left,Right,Right,Right,Right"
openrouter,22,13,Piety too high,120,35,80,5,120.0,35.0,80.0,5.0,120.0,35.0,80.0,5.0,120.0,35.0,80.0,5.0,0.0,0.0,0.0,0.0,0,0,,"275,276,111,112,1,2,149,150,53,54,35,36,137","Left,Right,Right,Left,Right,Left,Left,Left,Right,Left,Left,Left,Right"
openrouter,23,3,Stability too high,5,110,50,15,5.0,110.0,50.0,15.0,5.0,110.0,50.0,15.0,5.0,110.0,50.0,15.0,0.0,0.0,0.0,0.0,0,0,,"217,218,343","Right,Right,Right"
openrouter,24,4,Power too high,65,50,100,10,65.0,50.0,100.0,10.0,65.0,50.0,100.0,10.0,65.0,50.0,100.0,10.0,0.0,0.0,0.0,0.0,0,0,,"301,302,303,265","Left,Right,Left,Left"
openrouter,25,7,Stability too high,45,100,95,10,45.0,100.0,95.0,10.0,45.0,100.0,95.0,10.0,45.0,100.0,95.0,10.0,0.0,0.0,0.0,0.0,0,0,,"105,106,147,148,379,380,370","Right,Right,Left,Left,Left,Right,Right"
openrouter,26,6,Power too high,105,10,110,-5,105.0,10.0,110.0,-5.0,105.0,10.0,110.0,-5.0,105.0,10.0,110.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"395,396,1,2,121,122","Left,Left,Right,Left,Left,Left"
openrouter,27,8,Wealth too low,65,75,40,0,65.0,75.0,40.0,0.0,65.0,75.0,40.0,0.0,65.0,75.0,40.0,0.0,0.0,0.0,0.0,0.0,0,0,,"187,188,9,10,81,82,213,214","Left,Left,Left,Right,Right,Right,Left,Left"
openrouter,28,9,Wealth too low,55,65,90,-15,55.0,65.0,90.0,-15.0,55.0,65.0,90.0,-15.0,55.0,65.0,90.0,-15.0,0.0,0.0,0.0,0.0,0,0,,"105,106,293,294,297,298,237,238,326","Right,Left,Right,Left,Left,Left,Right,Left,Right"
openrouter,29,6,Stability too high,45,100,75,15,45.0,100.0,75.0,15.0,45.0,100.0,75.0,15.0,45.0,100.0,75.0,15.0,0.0,0.0,0.0,0.0,0,0,,"121,122,61,62,129,130","Left,Right,Left,Left,Right,Right"
openrouter,30,7,Stability too high,15,105,90,20,15.0,105.0,90.0,20.0,15.0,105.0,90.0,20.0,15.0,105.0,90.0,20.0,0.0,0.0,0.0,0.0,0,0,,"213,214,219,220,103,104,169","Left,Left,Right,Right,Right,Left,Right"
openrouter,31,7,Wealth too low,60,65,60,-5,60.0,65.0,60.0,-5.0,60.0,65.0,60.0,-5.0,60.0,65.0,60.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"229,230,191,192,135,136,163","Right,Left,Left,Right,Left,Left,Right"
openrouter,32,2,Stability too high,30,105,35,40,30.0,105.0,35.0,40.0,30.0,105.0,35.0,40.0,30.0,105.0,35.0,40.0,0.0,0.0,0.0,0.0,0,0,,"107,108","Right,Right"
openrouter,33,9,Wealth too low,70,50,80,-5,70.0,50.0,80.0,-5.0,70.0,50.0,80.0,-5.0,70.0,50.0,80.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"279,280,253,254,63,64,345,346,347","Right,Left,Right,Left,Left,Left,Left,Left,Left"
openrouter,34,8,Wealth too low,95,80,65,-5,95.0,80.0,65.0,-5.0,95.0,80.0,65.0,-5.0,95.0,80.0,65.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"171,172,131,132,87,88,177,178","Right,Right,Left,Left,Left,Left,Right,Left"
openrouter,35,3,Stability too high,20,105,30,40,20.0,105.0,30.0,40.0,20.0,105.0,30.0,40.0,20.0,105.0,30.0,40.0,0.0,0.0,0.0,0.0,0,0,,"179,180,119","Right,Right,Left"
openrouter,36,8,Power too high,50,85,115,-10,50.0,85.0,115.0,-10.0,50.0,85.0,115.0,-10.0,50.0,85.0,115.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"163,164,293,294,161,162,193,194","Right,Right,Left,Left,Left,Right,Left,Right"
openrouter,37,2,Stability too high,15,105,50,25,15.0,105.0,50.0,25.0,15.0,105.0,50.0,25.0,15.0,105.0,50.0,25.0,0.0,0.0,0.0,0.0,0,0,,"289,290","Right,Right"
openrouter,38,8,Wealth too low,60,45,90,0,60.0,45.0,90.0,0.0,60.0,45.0,90.0,0.0,60.0,45.0,90.0,0.0,0.0,0.0,0.0,0.0,0,0,,"379,380,223,224,285,286,55,56","Left,Right,Left,Left,Left,Left,Right,Right"
openrouter,39,4,Power too high,60,55,110,20,60.0,55.0,110.0,20.0,60.0,55.0,110.0,20.0,60.0,55.0,110.0,20.0,0.0,0.0,0.0,0.0,0,0,,"243,244,59,60","Left,Left,Right,Left"
openrouter,40,7,Wealth too low,70,50,65,-5,70.0,50.0,65.0,-5.0,70.0,50.0,65.0,-5.0,70.0,50.0,65.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"207,208,348,349,350,25,26","Left,Left,Left,Left,Right,Left,Left"
openrouter,41,3,Power too high,15,90,100,20,15.0,90.0,100.0,20.0,15.0,90.0,100.0,20.0,15.0,90.0,100.0,20.0,0.0,0.0,0.0,0.0,0,0,,"219,220,395","Right,Right,Left"
openrouter,42,7,Power too high,60,55,105,30,60.0,55.0,105.0,30.0,60.0,55.0,105.0,30.0,60.0,55.0,105.0,30.0,0.0,0.0,0.0,0.0,0,0,,"85,86,113,114,145,146,27","Right,Left,Left,Left,Right,Left,Left"
openrouter,43,3,Piety too high,110,-5,55,35,110.0,-5.0,55.0,35.0,110.0,-5.0,55.0,35.0,110.0,-5.0,55.0,35.0,0.0,0.0,0.0,0.0,0,0,,"330,331,332","Left,Left,Left"
openrouter,44,3,Piety too high,100,50,60,40,100.0,50.0,60.0,40.0,100.0,50.0,60.0,40.0,100.0,50.0,60.0,40.0,0.0,0.0,0.0,0.0,0,0,,"271,272,173","Left,Left,Left"
openrouter,45,8,Wealth too low,70,65,90,-5,70.0,65.0,90.0,-5.0,70.0,65.0,90.0,-5.0,70.0,65.0,90.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"23,24,255,256,199,200,155,156","Left,Left,Right,Left,Left,Left,Right,Left"
openrouter,46,4,Wealth too low,35,90,95,-5,35.0,90.0,95.0,-5.0,35.0,90.0,95.0,-5.0,35.0,90.0,95.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"395,396,321,322","Right,Left,Right,Right"
openrouter,47,5,Stability too high,30,125,35,15,30.0,125.0,35.0,15.0,30.0,125.0,35.0,15.0,30.0,125.0,35.0,15.0,0.0,0.0,0.0,0.0,0,0,,"227,228,11,12,389","Right,Left,Left,Right,Right"
openrouter,48,3,Wealth too low,35,95,65,-5,35.0,95.0,65.0,-5.0,35.0,95.0,65.0,-5.0,35.0,95.0,65.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"215,216,155","Right,Left,Right"
openrouter,49,5,Stability too low,95,0,60,65,95.0,0.0,60.0,65.0,95.0,0.0,60.0,65.0,95.0,0.0,60.0,65.0,0.0,0.0,0.0,0.0,0,0,,"83,84,333,334,257","Left,Left,Left,Left,Left"
openrouter,50,6,Wealth too low,55,80,70,-5,55.0,80.0,70.0,-5.0,55.0,80.0,70.0,-5.0,55.0,80.0,70.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"37,38,293,294,215,216","Left,Left,Left,Left,Right,Left"
openrouter,51,7,Power too high,95,40,105,0,95.0,40.0,105.0,0.0,95.0,40.0,105.0,0.0,95.0,40.0,105.0,0.0,0.0,0.0,0.0,0.0,0,0,,"31,32,271,272,237,238,353","Right,Left,Left,Left,Left,Left,Left"
openrouter,52,4,Power too high,45,65,100,5,45.0,65.0,100.0,5.0,45.0,65.0,100.0,5.0,45.0,65.0,100.0,5.0,0.0,0.0,0.0,0.0,0,0,,"395,396,19,20","Right,Left,Left,Right"
openrouter,53,16,Power too high,105,65,100,45,105.0,65.0,100.0,45.0,105.0,65.0,100.0,45.0,105.0,65.0,100.0,45.0,0.0,0.0,0.0,0.0,0,0,,"67,68,151,152,289,290,105,106,29,30,23,24,281,282,310,311","Left,Left,Right,Left,Right,Left,Right,Left,Left,Left,Left,Left,Right,Left,Left,Left"
openrouter,54,3,Stability too high,35,105,55,0,35.0,105.0,55.0,0.0,35.0,105.0,55.0,0.0,35.0,105.0,55.0,0.0,0.0,0.0,0.0,0.0,0,0,,"239,240,5","Right,Right,Left"
openrouter,55,7,Power too high,45,50,105,-5,45.0,50.0,105.0,-5.0,45.0,50.0,105.0,-5.0,45.0,50.0,105.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"9,10,335,336,337,351,352","Right,Right,Left,Left,Left,Left,Left"
openrouter,56,8,Stability too high,70,110,5,25,70.0,110.0,5.0,25.0,70.0,110.0,5.0,25.0,70.0,110.0,5.0,25.0,0.0,0.0,0.0,0.0,0,0,,"213,214,383,384,189,190,97,98","Left,Left,Right,Right,Left,Left,Left,Left"
openrouter,57,10,Piety too high,100,30,45,5,100.0,30.0,45.0,5.0,100.0,30.0,45.0,5.0,100.0,30.0,45.0,5.0,0.0,0.0,0.0,0.0,0,0,,"133,134,79,80,213,214,69,70,297,298","Left,Left,Right,Right,Left,Left,Right,Left,Left,Left"
openrouter,58,5,Stability too high,55,115,60,15,55.0,115.0,60.0,15.0,55.0,115.0,60.0,15.0,55.0,115.0,60.0,15.0,0.0,0.0,0.0,0.0,0,0,,"119,120,17,18,299","Left,Left,Right,Left,Right"
openrouter,59,6,Wealth too low,50,75,70,0,50.0,75.0,70.0,0.0,50.0,75.0,70.0,0.0,50.0,75.0,70.0,0.0,0.0,0.0,0.0,0.0,0,0,,"310,311,312,207,208,1","Left,Left,Right,Left,Left,Right"
openrouter,60,8,Wealth too low,65,75,95,-5,65.0,75.0,95.0,-5.0,65.0,75.0,95.0,-5.0,65.0,75.0,95.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"175,176,51,52,135,136,393,394","Left,Left,Left,Right,Left,Left,Right,Right"
openrouter,61,7,Piety too high,105,25,50,25,105.0,25.0,50.0,25.0,105.0,25.0,50.0,25.0,105.0,25.0,50.0,25.0,0.0,0.0,0.0,0.0,0,0,,"356,357,358,330,331,332,215","Left,Left,Left,Left,Right,Left,Left"
openrouter,62,4,Stability too high,20,120,80,-10,20.0,120.0,80.0,-10.0,20.0,120.0,80.0,-10.0,20.0,120.0,80.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"249,250,389,390","Right,Left,Right,Right"
openrouter,63,10,Power too high,80,60,100,15,80.0,60.0,100.0,15.0,80.0,60.0,100.0,15.0,80.0,60.0,100.0,15.0,0.0,0.0,0.0,0.0,0,0,,"281,282,149,150,117,118,185,186,343,344","Right,Left,Left,Left,Right,Left,Right,Left,Right,Left"
openrouter,64,10,Piety too high,100,10,65,20,100.0,10.0,65.0,20.0,100.0,10.0,65.0,20.0,100.0,10.0,65.0,20.0,0.0,0.0,0.0,0.0,0,0,,"13,14,95,96,67,68,55,56,137,138","Left,Right,Right,Left,Left,Left,Right,Left,Right,Left"
openrouter,65,6,Power too high,25,70,100,0,25.0,70.0,100.0,0.0,25.0,70.0,100.0,0.0,25.0,70.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,,"9,10,391,392,197,198","Right,Right,Left,Right,Right,Left"
openrouter,66,3,Stability too high,35,105,65,5,35.0,105.0,65.0,5.0,35.0,105.0,65.0,5.0,35.0,105.0,65.0,5.0,0.0,0.0,0.0,0.0,0,0,,"3,4,253","Right,Right,Right"
openrouter,67,4,Stability too high,65,100,35,5,65.0,100.0,35.0,5.0,65.0,100.0,35.0,5.0,65.0,100.0,35.0,5.0,0.0,0.0,0.0,0.0,0,0,,"319,320,107,108","Left,Left,Right,Right"
openrouter,68,7,Stability too high,40,120,75,-5,40.0,120.0,75.0,-5.0,40.0,120.0,75.0,-5.0,40.0,120.0,75.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"175,176,297,298,283,284,165","Left,Left,Left,Right,Right,Left,Right"
openrouter,69,5,Stability too high,30,100,45,0,30.0,100.0,45.0,0.0,30.0,100.0,45.0,0.0,30.0,100.0,45.0,0.0,0.0,0.0,0.0,0.0,0,0,,"71,72,261,262,139","Right,Left,Right,Left,Right"
openrouter,70,3,Stability too high,35,110,40,15,35.0,110.0,40.0,15.0,35.0,110.0,40.0,15.0,35.0,110.0,40.0,15.0,0.0,0.0,0.0,0.0,0,0,,"7,3,4","Right,Right,Right"
openrouter,71,5,Piety too low,0,100,30,35,0.0,100.0,30.0,35.0,0.0,100.0,30.0,35.0,0.0,100.0,30.0,35.0,0.0,0.0,0.0,0.0,0,0,,"179,180,75,76,207","Right,Right,Left,Left,Left"
openrouter,72,12,Piety too high,100,25,80,5,100.0,25.0,80.0,5.0,100.0,25.0,80.0,5.0,100.0,25.0,80.0,5.0,0.0,0.0,0.0,0.0,0,0,,"241,242,321,322,229,230,29,30,83,84,173,174","Right,Left,Right,Left,Right,Right,Left,Left,Left,Left,Left,Left"
openrouter,73,4,Piety too high,100,40,50,25,100.0,40.0,50.0,25.0,100.0,40.0,50.0,25.0,100.0,40.0,50.0,25.0,0.0,0.0,0.0,0.0,0,0,,"91,92,340,341","Left,Left,Right,Left"
openrouter,74,4,Stability too high,35,105,85,-5,35.0,105.0,85.0,-5.0,35.0,105.0,85.0,-5.0,35.0,105.0,85.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"301,302,303,153","Left,Right,Right,Right"
openrouter,75,9,Wealth too low,80,75,75,0,80.0,75.0,75.0,0.0,80.0,75.0,75.0,0.0,80.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0,0,,"175,176,167,168,17,18,365,366,367","Left,Left,Right,Left,Right,Left,Left,Left,Right"
openrouter,76,11,Piety too high,105,20,70,15,105.0,20.0,70.0,15.0,105.0,20.0,70.0,15.0,105.0,20.0,70.0,15.0,0.0,0.0,0.0,0.0,0,0,,"165,166,95,96,233,234,79,80,81,82,53","Right,Left,Left,Left,Right,Left,Right,Left,Right,Left,Left"
openrouter,77,6,Power too high,50,70,105,15,50.0,70.0,105.0,15.0,50.0,70.0,105.0,15.0,50.0,70.0,105.0,15.0,0.0,0.0,0.0,0.0,0,0,,"43,44,195,196,249,250","Left,Left,Right,Right,Right,Left"
openrouter,78,6,Stability too high,55,100,70,20,55.0,100.0,70.0,20.0,55.0,100.0,70.0,20.0,55.0,100.0,70.0,20.0,0.0,0.0,0.0,0.0,0,0,,"177,178,127,128,247,248","Right,Left,Left,Right,Left,Left"
openrouter,79,5,Wealth too low,25,90,50,-5,25.0,90.0,50.0,-5.0,25.0,90.0,50.0,-5.0,25.0,90.0,50.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"273,274,207,208,239","Right,Left,Left,Left,Right"
openrouter,80,8,Stability too high,50,105,65,5,50.0,105.0,65.0,5.0,50.0,105.0,65.0,5.0,50.0,105.0,65.0,5.0,0.0,0.0,0.0,0.0,0,0,,"31,32,21,22,223,224,389,390","Left,Left,Left,Right,Left,Left,Right,Right"
openrouter,81,7,Power too high,35,60,105,10,35.0,60.0,105.0,10.0,35.0,60.0,105.0,10.0,35.0,60.0,105.0,10.0,0.0,0.0,0.0,0.0,0,0,,"381,382,335,336,337,21,22","Left,Left,Left,Left,Left,Right,Right"
openrouter,82,2,Stability too high,30,105,45,15,30.0,105.0,45.0,15.0,30.0,105.0,45.0,15.0,30.0,105.0,45.0,15.0,0.0,0.0,0.0,0.0,0,0,,"99,100","Right,Right"
openrouter,83,9,Stability too low,80,0,90,10,80.0,0.0,90.0,10.0,80.0,0.0,90.0,10.0,80.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,0,0,,"1,2,19,20,69,70,241,242,59","Right,Left,Left,Left,Left,Left,Right,Left,Left"
openrouter,84,9,Wealth too low,80,15,85,-5,80.0,15.0,85.0,-5.0,80.0,15.0,85.0,-5.0,80.0,15.0,85.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"359,360,361,328,329,63,64,31,32","Right,Left,Left,Left,Left,Left,Left,Right,Left"
openrouter,85,4,Wealth too low,40,95,80,-5,40.0,95.0,80.0,-5.0,40.0,95.0,80.0,-5.0,40.0,95.0,80.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"123,124,167,168","Right,Right,Right,Left"
openrouter,86,7,Power too high,70,55,100,-10,70.0,55.0,100.0,-10.0,70.0,55.0,100.0,-10.0,70.0,55.0,100.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"237,238,233,234,85,86,249","Right,Left,Left,Left,Right,Left,Right"
openrouter,87,4,Stability too low,80,0,80,40,80.0,0.0,80.0,40.0,80.0,0.0,80.0,40.0,80.0,0.0,80.0,40.0,0.0,0.0,0.0,0.0,0,0,,"351,352,377,378","Left,Left,Left,Left"
openrouter,88,4,Stability too high,30,110,60,5,30.0,110.0,60.0,5.0,30.0,110.0,60.0,5.0,30.0,110.0,60.0,5.0,0.0,0.0,0.0,0.0,0,0,,"293,294,359,360","Right,Left,Right,Right"
openrouter,89,10,Piety too high,100,65,75,0,100.0,65.0,75.0,0.0,100.0,65.0,75.0,0.0,100.0,65.0,75.0,0.0,0.0,0.0,0.0,0.0,0,0,,"233,234,243,244,151,152,261,262,251,252","Right,Left,Left,Left,Right,Left,Right,Left,Left,Left"
openrouter,90,8,Wealth too low,65,75,85,0,65.0,75.0,85.0,0.0,65.0,75.0,85.0,0.0,65.0,75.0,85.0,0.0,0.0,0.0,0.0,0.0,0,0,,"316,317,318,35,36,63,64,389","Left,Left,Left,Left,Left,Left,Left,Right"
openrouter,91,8,Piety too high,105,15,85,30,105.0,15.0,85.0,30.0,105.0,15.0,85.0,30.0,105.0,15.0,85.0,30.0,0.0,0.0,0.0,0.0,0,0,,"27,28,308,309,119,120,1,2","Left,Right,Left,Left,Left,Left,Left,Left"
openrouter,92,3,Wealth too low,50,80,55,-5,50.0,80.0,55.0,-5.0,50.0,80.0,55.0,-5.0,50.0,80.0,55.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"235,236,397","Right,Left,Right"
openrouter,93,8,Power too high,75,80,105,5,75.0,80.0,105.0,5.0,75.0,80.0,105.0,5.0,75.0,80.0,105.0,5.0,0.0,0.0,0.0,0.0,0,0,,"45,46,245,246,211,212,159,160","Left,Left,Left,Left,Left,Left,Right,Right"
openrouter,94,6,Wealth too low,60,75,80,0,60.0,75.0,80.0,0.0,60.0,75.0,80.0,0.0,60.0,75.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,,"310,311,312,293,294,261","Left,Left,Right,Right,Left,Right"
openrouter,95,6,Stability too high,75,110,20,35,75.0,110.0,20.0,35.0,75.0,110.0,20.0,35.0,75.0,110.0,20.0,35.0,0.0,0.0,0.0,0.0,0,0,,"111,112,245,246,97,98","Right,Left,Left,Left,Left,Left"
openrouter,96,9,Wealth too low,55,45,95,0,55.0,45.0,95.0,0.0,55.0,45.0,95.0,0.0,55.0,45.0,95.0,0.0,0.0,0.0,0.0,0.0,0,0,,"313,314,315,333,334,199,200,265,266","Right,Left,Left,Left,Left,Right,Left,Left,Right"
openrouter,97,6,Power too high,60,85,105,-5,60.0,85.0,105.0,-5.0,60.0,85.0,105.0,-5.0,60.0,85.0,105.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"175,176,316,317,318,159","Left,Left,Left,Left,Left,Right"
openrouter,98,4,Piety too high,100,15,85,25,100.0,15.0,85.0,25.0,100.0,15.0,85.0,25.0,100.0,15.0,85.0,25.0,0.0,0.0,0.0,0.0,0,0,,"187,188,395,396","Left,Left,Left,Left"
openrouter,99,8,Stability too high,55,100,40,85,55.0,100.0,40.0,85.0,55.0,100.0,40.0,85.0,55.0,100.0,40.0,85.0,0.0,0.0,0.0,0.0,0,0,,"115,116,49,50,89,90,13,14","Left,Left,Left,Right,Left,Left,Left,Right"
openrouter,100,7,Stability too high,25,115,60,15,25.0,115.0,60.0,15.0,25.0,115.0,60.0,15.0,25.0,115.0,60.0,15.0,0.0,0.0,0.0,0.0,0,0,,"77,78,343,344,383,384,239","Left,Left,Right,Left,Right,Right,Right"
openrouter,101,8,Wealth too low,75,55,80,-5,75.0,55.0,80.0,-5.0,75.0,55.0,80.0,-5.0,75.0,55.0,80.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"287,288,219,220,368,369,359,360","Right,Left,Right,Left,Left,Left,Left,Right"
openrouter,102,4,Power too high,50,40,100,15,50.0,40.0,100.0,15.0,50.0,40.0,100.0,15.0,50.0,40.0,100.0,15.0,0.0,0.0,0.0,0.0,0,0,,"335,336,337,123","Left,Left,Left,Right"
openrouter,103,4,Power too high,80,40,110,25,80.0,40.0,110.0,25.0,80.0,40.0,110.0,25.0,80.0,40.0,110.0,25.0,0.0,0.0,0.0,0.0,0,0,,"243,244,193,194","Left,Left,Left,Left"
openrouter,104,8,Power too high,70,55,110,0,70.0,55.0,110.0,0.0,70.0,55.0,110.0,0.0,70.0,55.0,110.0,0.0,0.0,0.0,0.0,0.0,0,0,,"17,18,171,172,61,62,215,216","Right,Left,Left,Right,Left,Left,Left,Left"
openrouter,105,10,Piety too high,100,0,65,30,100.0,0.0,65.0,30.0,100.0,0.0,65.0,30.0,100.0,0.0,65.0,30.0,0.0,0.0,0.0,0.0,0,0,,"31,32,375,376,397,398,113,114,157,158","Left,Left,Right,Left,Left,Left,Left,Left,Left,Left"
openrouter,106,13,Stability too high,80,105,40,45,80.0,105.0,40.0,45.0,80.0,105.0,40.0,45.0,80.0,105.0,40.0,45.0,0.0,0.0,0.0,0.0,0,0,,"103,104,259,260,333,334,261,262,163,164,157,158,263","Right,Left,Left,Left,Left,Left,Right,Left,Left,Right,Right,Right,Left"
openrouter,107,4,Stability too high,60,100,35,30,60.0,100.0,35.0,30.0,60.0,100.0,35.0,30.0,60.0,100.0,35.0,30.0,0.0,0.0,0.0,0.0,0,0,,"304,305,306,307","Left,Left,Left,Left"
openrouter,108,9,Wealth too low,75,65,75,0,75.0,65.0,75.0,0.0,75.0,65.0,75.0,0.0,75.0,65.0,75.0,0.0,0.0,0.0,0.0,0.0,0,0,,"51,52,41,42,125,126,319,320,279","Left,Right,Left,Left,Left,Right,Right,Left,Right"
