strategy,run_id,turns_survived,end_reason,final_church,final_people,final_military,final_treasury,min_church,min_people,min_military,min_treasury,max_church,max_people,max_military,max_treasury,avg_church,avg_people,avg_military,avg_treasury,std_church,std_people,std_military,std_treasury,left_choices,right_choices,risky_card,card_sequence,choice_sequence
openrouter,28,4,Treasury too low,50,75,75,-5,50.0,75.0,75.0,-5.0,50.0,75.0,75.0,-5.0,50.0,75.0,75.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"61,62,291,292","Left,Right,Left,Right"
openrouter,29,3,People too high,20,115,40,5,20.0,115.0,40.0,5.0,20.0,115.0,40.0,5.0,20.0,115.0,40.0,5.0,0.0,0.0,0.0,0.0,0,0,,"231,232,157","Right,Right,Right"
openrouter,30,10,Treasury too low,65,85,80,-15,65.0,85.0,80.0,-15.0,65.0,85.0,80.0,-15.0,65.0,85.0,80.0,-15.0,0.0,0.0,0.0,0.0,0,0,,"109,110,285,286,161,162,313,314,315,235","Left,Right,Left,Left,Left,Right,Right,Left,Left,Right"
openrouter,31,3,Military too high,55,30,100,10,55.0,30.0,100.0,10.0,55.0,30.0,100.0,10.0,55.0,30.0,100.0,10.0,0.0,0.0,0.0,0.0,0,0,,"59,60,107","Left,Right,Left"
openrouter,32,7,People too high,40,100,65,-15,40.0,100.0,65.0,-15.0,40.0,100.0,65.0,-15.0,40.0,100.0,65.0,-15.0,0.0,0.0,0.0,0.0,0,0,,"19,20,13,14,199,200,57","Right,Left,Right,Right,Right,Left,Right"
openrouter,33,6,People too low,75,0,55,15,75.0,0.0,55.0,15.0,75.0,0.0,55.0,15.0,75.0,0.0,55.0,15.0,0.0,0.0,0.0,0.0,0,0,,"308,309,103,104,15,16","Right,Left,Left,Left,Left,Left"
openrouter,34,6,Military too high,40,50,115,-10,40.0,50.0,115.0,-10.0,40.0,50.0,115.0,-10.0,40.0,50.0,115.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"313,314,315,27,28,249","Left,Left,Right,Right,Right,Right"
openrouter,35,7,People too high,35,115,75,-10,35.0,115.0,75.0,-10.0,35.0,115.0,75.0,-10.0,35.0,115.0,75.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"81,82,370,371,372,308,309","Left,Right,Right,Right,Right,Left,Right"
openrouter,36,4,Military too high,30,65,105,-20,30.0,65.0,105.0,-20.0,30.0,65.0,105.0,-20.0,30.0,65.0,105.0,-20.0,0.0,0.0,0.0,0.0,0,0,,"183,184,117,118","Right,Left,Right,Right"
openrouter,37,6,People too high,15,115,40,-10,15.0,115.0,40.0,-10.0,15.0,115.0,40.0,-10.0,15.0,115.0,40.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"191,192,39,40,139,140","Right,Left,Left,Right,Right,Right"
openrouter,38,2,Church too low,-5,90,50,85,-5.0,90.0,50.0,85.0,-5.0,90.0,50.0,85.0,-5.0,90.0,50.0,85.0,0.0,0.0,0.0,0.0,0,0,,"133,134","Right,Right"
openrouter,39,6,Treasury too low,45,70,75,-5,45.0,70.0,75.0,-5.0,45.0,70.0,75.0,-5.0,45.0,70.0,75.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"131,132,217,218,251,252","Right,Left,Left,Left,Right,Right"
openrouter,40,6,Treasury too low,50,80,75,-5,50.0,80.0,75.0,-5.0,50.0,80.0,75.0,-5.0,50.0,80.0,75.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"121,122,55,56,356,357","Left,Right,Left,Right,Right,Left"
openrouter,41,4,People too high,20,110,45,10,20.0,110.0,45.0,10.0,20.0,110.0,45.0,10.0,20.0,110.0,45.0,10.0,0.0,0.0,0.0,0.0,0,0,,"287,288,177,178","Right,Left,Right,Right"
openrouter,42,3,People too high,30,110,35,30,30.0,110.0,35.0,30.0,30.0,110.0,35.0,30.0,30.0,110.0,35.0,30.0,0.0,0.0,0.0,0.0,0,0,,"383,384,3","Right,Right,Right"
openrouter,43,8,Church too high,100,45,80,0,100.0,45.0,80.0,0.0,100.0,45.0,80.0,0.0,100.0,45.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,,"19,20,55,56,117,118,183,184","Left,Right,Left,Left,Left,Left,Right,Left"
openrouter,44,5,Military too high,30,70,105,-10,30.0,70.0,105.0,-10.0,30.0,70.0,105.0,-10.0,30.0,70.0,105.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"81,82,161,162,259","Left,Right,Right,Left,Right"
openrouter,45,6,Treasury too low,55,70,55,-10,55.0,70.0,55.0,-10.0,55.0,70.0,55.0,-10.0,55.0,70.0,55.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"73,74,368,369,319,320","Right,Right,Left,Right,Left,Right"
openrouter,46,3,People too high,30,110,80,-10,30.0,110.0,80.0,-10.0,30.0,110.0,80.0,-10.0,30.0,110.0,80.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"161,162,71","Right,Right,Right"
openrouter,47,3,Church too high,105,10,50,50,105.0,10.0,50.0,50.0,105.0,10.0,50.0,50.0,105.0,10.0,50.0,50.0,0.0,0.0,0.0,0.0,0,0,,"53,54,285","Left,Left,Left"
openrouter,48,4,People too high,10,110,55,25,10.0,110.0,55.0,25.0,10.0,110.0,55.0,25.0,10.0,110.0,55.0,25.0,0.0,0.0,0.0,0.0,0,0,,"338,339,199,200","Right,Right,Right,Right"
openrouter,49,8,Treasury too low,70,45,65,0,70.0,45.0,65.0,0.0,70.0,45.0,65.0,0.0,70.0,45.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0,,"359,360,361,348,349,350,109,110","Left,Right,Left,Right,Right,Left,Left,Left"
openrouter,50,4,Military too high,60,25,105,-5,60.0,25.0,105.0,-5.0,60.0,25.0,105.0,-5.0,60.0,25.0,105.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"19,20,391,392","Right,Left,Right,Left"
openrouter,51,8,Treasury too low,60,65,85,-10,60.0,65.0,85.0,-10.0,60.0,65.0,85.0,-10.0,60.0,65.0,85.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"101,102,123,124,227,228,295,296","Right,Left,Left,Right,Left,Right,Left,Right"
openrouter,52,6,Treasury too low,60,40,80,-5,60.0,40.0,80.0,-5.0,60.0,40.0,80.0,-5.0,60.0,40.0,80.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"67,68,3,4,147,148","Right,Left,Left,Left,Right,Left"
openrouter,53,7,People too low,90,0,85,25,90.0,0.0,85.0,25.0,90.0,0.0,85.0,25.0,90.0,0.0,85.0,25.0,0.0,0.0,0.0,0.0,0,0,,"105,106,155,156,43,44,253","Left,Right,Left,Left,Right,Left,Left"
openrouter,54,6,Treasury too low,50,80,95,-10,50.0,80.0,95.0,-10.0,50.0,80.0,95.0,-10.0,50.0,80.0,95.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"395,396,21,22,273,274","Left,Right,Left,Left,Right,Right"
openrouter,55,4,Treasury too low,65,45,80,-5,65.0,45.0,80.0,-5.0,65.0,45.0,80.0,-5.0,65.0,45.0,80.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"368,369,147,148","Left,Left,Right,Left"
openrouter,56,5,Church too high,105,15,65,40,105.0,15.0,65.0,40.0,105.0,15.0,65.0,40.0,105.0,15.0,65.0,40.0,0.0,0.0,0.0,0.0,0,0,,"129,130,199,200,209","Left,Left,Left,Left,Left"
openrouter,57,5,People too high,45,105,35,10,45.0,105.0,35.0,10.0,45.0,105.0,35.0,10.0,45.0,105.0,35.0,10.0,0.0,0.0,0.0,0.0,0,0,,"251,252,377,378,267","Left,Left,Right,Right,Right"
openrouter,58,2,Military too high,40,65,100,10,40.0,65.0,100.0,10.0,40.0,65.0,100.0,10.0,40.0,65.0,100.0,10.0,0.0,0.0,0.0,0.0,0,0,,"393,394","Right,Right"
openrouter,59,4,Treasury too low,30,80,55,-5,30.0,80.0,55.0,-5.0,30.0,80.0,55.0,-5.0,30.0,80.0,55.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"11,12,139,140","Right,Right,Right,Left"
openrouter,60,4,Church too high,110,0,60,40,110.0,0.0,60.0,40.0,110.0,0.0,60.0,40.0,110.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,0,0,,"95,96,129,130","Left,Left,Left,Left"
openrouter,61,4,Military too high,30,75,100,5,30.0,75.0,100.0,5.0,30.0,75.0,100.0,5.0,30.0,75.0,100.0,5.0,0.0,0.0,0.0,0.0,0,0,,"338,339,301,302","Right,Right,Right,Left"
openrouter,62,5,Treasury too low,85,45,80,-15,85.0,45.0,80.0,-15.0,85.0,45.0,80.0,-15.0,85.0,45.0,80.0,-15.0,0.0,0.0,0.0,0.0,0,0,,"289,290,391,392,323","Left,Left,Right,Left,Right"
openrouter,63,12,Treasury too low,50,90,90,0,50.0,90.0,90.0,0.0,50.0,90.0,90.0,0.0,50.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0,0,,"101,102,13,14,21,22,340,341,342,177,178,293","Left,Right,Left,Right,Right,Left,Left,Left,Right,Right,Left,Right"
openrouter,64,6,Treasury too low,45,75,65,0,45.0,75.0,65.0,0.0,45.0,75.0,65.0,0.0,45.0,75.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0,,"157,158,79,80,217,218","Right,Left,Left,Left,Right,Right"
openrouter,65,10,People too high,65,110,45,-10,65.0,110.0,45.0,-10.0,65.0,110.0,45.0,-10.0,65.0,110.0,45.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"189,190,109,110,213,214,19,20,387,388","Left,Left,Left,Right,Left,Left,Left,Left,Right,Right"
openrouter,66,3,Treasury too low,65,60,50,0,65.0,60.0,50.0,0.0,65.0,60.0,50.0,0.0,65.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0,,"321,322,319","Left,Right,Left"
openrouter,67,5,Treasury too low,50,55,80,0,50.0,55.0,80.0,0.0,50.0,55.0,80.0,0.0,50.0,55.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,,"265,266,365,366,367","Left,Right,Right,Left,Right"
openrouter,68,4,People too low,95,0,110,-10,95.0,0.0,110.0,-10.0,95.0,0.0,110.0,-10.0,95.0,0.0,110.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"351,352,159,160","Right,Right,Left,Left"
openrouter,69,8,Treasury too low,70,45,60,0,70.0,45.0,60.0,0.0,70.0,45.0,60.0,0.0,70.0,45.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,,"19,20,387,388,273,274,79,80","Left,Right,Left,Left,Right,Left,Left,Right"
openrouter,70,3,Military too high,60,35,105,10,60.0,35.0,105.0,10.0,60.0,35.0,105.0,10.0,60.0,35.0,105.0,10.0,0.0,0.0,0.0,0.0,0,0,,"301,302,303","Left,Left,Left"
openrouter,71,4,People too high,5,115,45,10,5.0,115.0,45.0,10.0,5.0,115.0,45.0,10.0,5.0,115.0,45.0,10.0,0.0,0.0,0.0,0.0,0,0,,"223,224,273,274","Left,Right,Right,Right"
openrouter,72,8,Treasury too low,80,70,40,0,80.0,70.0,40.0,0.0,80.0,70.0,40.0,0.0,80.0,70.0,40.0,0.0,0.0,0.0,0.0,0.0,0,0,,"13,14,399,400,387,388,143,144","Right,Right,Left,Left,Right,Right,Left,Left"
openrouter,73,6,Military too high,85,20,110,5,85.0,20.0,110.0,5.0,85.0,20.0,110.0,5.0,85.0,20.0,110.0,5.0,0.0,0.0,0.0,0.0,0,0,,"129,130,17,18,353,354","Left,Left,Left,Left,Right,Right"
openrouter,74,5,Treasury too low,45,75,85,0,45.0,75.0,85.0,0.0,45.0,75.0,85.0,0.0,45.0,75.0,85.0,0.0,0.0,0.0,0.0,0.0,0,0,,"283,284,79,80,171","Right,Left,Left,Right,Right"
openrouter,75,2,People too high,25,105,50,15,25.0,105.0,50.0,15.0,25.0,105.0,50.0,15.0,25.0,105.0,50.0,15.0,0.0,0.0,0.0,0.0,0,0,,"297,298","Right,Right"
openrouter,76,6,Treasury too low,40,80,75,0,40.0,80.0,75.0,0.0,40.0,80.0,75.0,0.0,40.0,80.0,75.0,0.0,0.0,0.0,0.0,0.0,0,0,,"127,128,237,238,33,34","Left,Left,Right,Right,Right,Left"
openrouter,77,5,Military too high,40,60,105,5,40.0,60.0,105.0,5.0,40.0,60.0,105.0,5.0,40.0,60.0,105.0,5.0,0.0,0.0,0.0,0.0,0,0,,"219,220,55,56,17","Left,Right,Left,Right,Right"
openrouter,78,5,Treasury too low,60,45,90,0,60.0,45.0,90.0,0.0,60.0,45.0,90.0,0.0,60.0,45.0,90.0,0.0,0.0,0.0,0.0,0.0,0,0,,"189,190,187,188,25","Right,Left,Left,Right,Left"
openrouter,79,5,Treasury too low,60,65,95,-10,60.0,65.0,95.0,-10.0,60.0,65.0,95.0,-10.0,60.0,65.0,95.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"159,160,21,22,155","Right,Right,Left,Left,Right"
openrouter,80,9,Church too high,100,5,100,15,100.0,5.0,100.0,15.0,100.0,5.0,100.0,15.0,100.0,5.0,100.0,15.0,0.0,0.0,0.0,0.0,0,0,,"241,242,129,130,45,46,362,363,364","Left,Right,Left,Right,Left,Left,Left,Left,Left"
openrouter,81,6,Treasury too low,55,75,70,-5,55.0,75.0,70.0,-5.0,55.0,75.0,70.0,-5.0,55.0,75.0,70.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"383,384,3,4,177,178","Left,Left,Right,Right,Left,Right"
openrouter,82,4,People too low,75,-10,85,25,75.0,-10.0,85.0,25.0,75.0,-10.0,85.0,25.0,75.0,-10.0,85.0,25.0,0.0,0.0,0.0,0.0,0,0,,"333,334,330,331","Right,Right,Left,Left"
openrouter,83,3,People too low,90,-10,50,80,90.0,-10.0,50.0,80.0,90.0,-10.0,50.0,80.0,90.0,-10.0,50.0,80.0,0.0,0.0,0.0,0.0,0,0,,"389,390,385","Left,Left,Left"
openrouter,84,4,People too high,25,115,20,25,25.0,115.0,20.0,25.0,25.0,115.0,20.0,25.0,25.0,115.0,20.0,25.0,0.0,0.0,0.0,0.0,0,0,,"105,106,261,262","Right,Right,Right,Right"
openrouter,85,4,Military too high,85,15,100,30,85.0,15.0,100.0,30.0,85.0,15.0,100.0,30.0,85.0,15.0,100.0,30.0,0.0,0.0,0.0,0.0,0,0,,"179,180,173,174","Left,Left,Left,Right"
openrouter,86,6,Military too high,40,55,115,-10,40.0,55.0,115.0,-10.0,40.0,55.0,115.0,-10.0,40.0,55.0,115.0,-10.0,0.0,0.0,0.0,0.0,0,0,,"299,300,27,28,127,128","Left,Right,Left,Left,Right,Left"
openrouter,87,3,Military too high,70,30,100,5,70.0,30.0,100.0,5.0,70.0,30.0,100.0,5.0,70.0,30.0,100.0,5.0,0.0,0.0,0.0,0.0,0,0,,"159,160,316","Left,Left,Right"
openrouter,88,4,Military too high,40,40,120,5,40.0,40.0,120.0,5.0,40.0,40.0,120.0,5.0,40.0,40.0,120.0,5.0,0.0,0.0,0.0,0.0,0,0,,"237,238,249,250","Left,Left,Right,Right"
openrouter,89,4,Church too high,100,40,65,35,100.0,40.0,65.0,35.0,100.0,40.0,65.0,35.0,100.0,40.0,65.0,35.0,0.0,0.0,0.0,0.0,0,0,,"37,38,17,18","Right,Left,Left,Left"
openrouter,90,5,Military too high,25,60,100,5,25.0,60.0,100.0,5.0,25.0,60.0,100.0,5.0,25.0,60.0,100.0,5.0,0.0,0.0,0.0,0.0,0,0,,"65,66,209,210,326","Left,Right,Right,Right,Left"
openrouter,91,6,Military too high,55,80,105,-5,55.0,80.0,105.0,-5.0,55.0,80.0,105.0,-5.0,55.0,80.0,105.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"243,244,269,270,45,46","Left,Left,Left,Right,Right,Left"
openrouter,92,4,Church too low,0,70,40,50,0.0,70.0,40.0,50.0,0.0,70.0,40.0,50.0,0.0,70.0,40.0,50.0,0.0,0.0,0.0,0.0,0,0,,"5,6,231,232","Right,Right,Right,Right"
openrouter,93,6,Military too high,80,40,115,10,80.0,40.0,115.0,10.0,80.0,40.0,115.0,10.0,80.0,40.0,115.0,10.0,0.0,0.0,0.0,0.0,0,0,,"129,130,253,254,125,126","Right,Left,Left,Left,Left,Right"
openrouter,94,3,Church too high,100,0,50,35,100.0,0.0,50.0,35.0,100.0,0.0,50.0,35.0,100.0,0.0,50.0,35.0,0.0,0.0,0.0,0.0,0,0,,"201,202,308","Left,Left,Left"
openrouter,95,5,Church too high,105,40,25,50,105.0,40.0,25.0,50.0,105.0,40.0,25.0,50.0,105.0,40.0,25.0,50.0,0.0,0.0,0.0,0.0,0,0,,"73,74,33,34,225","Left,Right,Right,Right,Left"
openrouter,96,8,Military too high,70,5,100,5,70.0,5.0,100.0,5.0,70.0,5.0,100.0,5.0,70.0,5.0,100.0,5.0,0.0,0.0,0.0,0.0,0,0,,"17,18,340,341,342,67,68,7","Left,Right,Right,Left,Left,Left,Left,Left"
openrouter,97,4,Treasury too low,40,70,80,-5,40.0,70.0,80.0,-5.0,40.0,70.0,80.0,-5.0,40.0,70.0,80.0,-5.0,0.0,0.0,0.0,0.0,0,0,,"299,300,47,48","Left,Right,Right,Left"
openrouter,98,9,Church too high,105,50,80,10,105.0,50.0,80.0,10.0,105.0,50.0,80.0,10.0,105.0,50.0,80.0,10.0,0.0,0.0,0.0,0.0,0,0,,"157,158,231,232,101,102,209,210,51","Left,Right,Left,Left,Left,Right,Left,Left,Left"
openrouter,99,10,Military too high,45,40,120,25,45.0,40.0,120.0,25.0,45.0,40.0,120.0,25.0,45.0,40.0,120.0,25.0,0.0,0.0,0.0,0.0,0,0,,"281,282,183,184,271,272,197,198,125,126","Right,Right,Left,Left,Left,Left,Left,Right,Right,Right"
openrouter,100,11,People too high,60,110,40,0,60.0,110.0,40.0,0.0,60.0,110.0,40.0,0.0,60.0,110.0,40.0,0.0,0.0,0.0,0.0,0.0,0,0,,"293,294,399,400,225,226,177,178,1,2,235","Left,Left,Right,Left,Right,Left,Left,Left,Right,Right,Right"
